"May 7, 2019",EGP,EastGroup Properties,ULTI,Ultimate Software Group,Hellman & Friedman is acquiring Ultimate Software Group.[14]
"April 11, 2019[15]",SMTC,Semtech,ARRS,Arris International,CommScope Holding Company Inc.(NASD:COMM) acquired ARRIS International.
"April 11, 2019[15]",PSB,PS Business Parks,RDC,Rowan Companies,S&P MidCap 400 constituent Ensco plc (NYSE:ESV) is acquiring Rowan Companies.
"April 3, 2019",BHF,Brighthouse Financial,PBI,Pitney Bowes,Pitney Bowes will replace Carbo Ceramics Inc. (NYSE:CRR) in the S&P SmallCap 600.[16]
"April 1, 2019",TREX,"Trex Company, Inc.",IDTI,Integrated Device Technology,Renesas Electronics Corp. acquired Integrated Device Technology.[16]
"March 22, 2019",FFIN,First Financial,MBFI,MB Financial,Fifth Third Bancorp (NASD: FITB) is acquiring MB Financial.[17]
"March 18, 2019[18]",CFX,Colfax,BIG,Big Lots,Colfax Corp. (NYSE:CFX) will replace and Big Lots Inc. (NYSE:BIG) in the S&P MidCap 400.
"March 18, 2019[18]",NGVT,Ingevity,ESL,Esterline Technologies,TransDigm Group Inc. (NYSE:TDG) is acquiring Esterline Technologies.
"March 18, 2019[18]",XPO,XPO Logistics,DO,Diamond Offshore Drilling,Diamond Offshore Drilling will replace Maiden Holding Ltd. (NASD:MHLD) in the S&P SmallCap 600.
"February 27, 2019[19]",GT,Goodyear Tire & Rubber,WAB,Wabtec,The Goodyear Tire & Rubber will replace Wabtec in the S&P MidCap 400.
"February 21, 2019",AMED,Amedisys,AHL,Aspen Insurance Holdings,Apollo Global Management(NYSE: APO) is acquiring Aspen Insurance Holdings.[20]
"February 11, 2019",CVET,Covetrus,DNB,Dun & Bradstreet Corp,Cannae Holdings Inc. (CNNE) is acquiring Dun & Bradstreet.[21]
"February 6, 2019",BRX,Brixmor Property Group,VVC,Vectren,CenterPoint Energy Inc. (NYSE:CNP)is acquiring Vectren.[22]
"February 4, 2019",CZR,Caesars Entertainment,DRQ,Dril-Quip,Dril-Quip will replace Essendant Inc. (NASD:ESND) in the S&P SmallCap 600.[23]
"January 18, 2019",GDOT,Green Dot,TFX,Teleflex,TeleflexInc.(NYSE:TFX) will replace PG&E Corp.(NYSE:PCG) in the S&P 500.[24]
"December 12, 2018",YELP,Yelp,GPOR,Gulfport Energy Corp,Gulfport Energy Corp.(NASD:GPOR) will replace OclaroInc. (NASD: OCLR) in the S&P SmallCap 600.[25]
"December 10, 2018",OLED,Universal Display,NBR,Nabors Industries,Nabors Industries Ltd. (NYSE: NBR) will replace Sonic Corp. (NASD: SONC) in the S&P SmallCap 600.[26]
"December 3, 2018[27]",PEB,Pebblebrook Hotel Trust,LHO,LaSalle Hotel Properties,Pebblebrook Hotel Trust is acquiring LaSalle Hotel Properties.
"December 3, 2018[27]",SRCL,Stericycle,EGN,Energen,Stericycle will replace Energen Corp. (NYSE:EGN) in the S&P MidCap 400.
"December 3, 2018[27]",CACI,CACI International,LW,Lamb Weston Holdings,CACI International Inc. (NASD:CACI)will replace Lamb Weston Holdingsin the S&P MidCap 400.
"November 14, 2018",,,SPN,Superior Energy Services,Superior Energy Services Inc. (NYSE: SPN) will be removed from the S&P MidCap 400 and added to the S&P SmallCap 600.[28]
"November 13, 2018[28]",LGND,Ligand Pharmaceuticals,KEYS,Keysight Technologies,Keysight replaced CA Inc. in the S&P 500.
"November 13, 2018[28]",EQT,EQT,JKHY,Jack Henry & Associates,EQT will replace Jack Henry & Associates in the S&P MidCap 400.
"November 13, 2018[28]",ETRN,Equitrans Midstream,,,Equitrans Midstream Corp.(NYSE: ETRN) will be added to the S&P MidCap 400.
"November 12, 2018",MTZ,MasTec,UNFI,United Natural Foods,United Natural Foods will replace MiMedx Group Inc. (NASD: MDXG) in the S&P SmallCap 600.[29]
"November 6, 2018",NSP,Insperity,LPNT,LifePoint Health Inc.,Insperity will replace LifePointHealth Inc.[30]
"October 11, 2018",ASGN,ASGN,FTNT,Fortinet,Fortinet replaced Envision Healthcare Corp. in the S&P 500.[31]
"October 10, 2018",PENN,Penn National Gaming,CVG,Convergys,S&P MidCap 400 constituent SYNNEX Corporation acquired Convergys.[31]
"September 20, 2018",RLGY,Realogy,EDR,Education Realty Trust,Greystar Real Estate Partners acquired Education Realty Trust.[32]
"September 18, 2018",WTW,Weight Watchers,KLXI,KLX Inc.,S&P 500 constituent The Boeing Co. acquired KLX.[33]
"September 17, 2018",HQY,HealthEquity,WCG,WellCare,"WellCare Health Plans, Inc. replaced XL Group (NYSE: XL) in the S&P 500.[34]"
"September 4, 2018",VAC,Marriott Vacations Worldwide,ILG,"ILG, Inc.",Marriott Vacations Worldwide acquired ILG.[35]
"August 22, 2018",ADNT,Adient,DCT,DCT Industrial Trust,S&P 500 constituent ProLogis Inc. acquired DCT Industrial Trust.[36]
"August 20, 2018",ERI,Eldorado Resorts,PAY,VeriFone,Francisco Partners acquired VeriFone Systems.[36]
"August 1, 2018",WWE,World Wrestling Entertainment,QCP,Quality Care Properties,S&P 500 constituent Welltower Inc. (NYSE:WELL) acquired Quality Care Properties.[37]
"July 11, 2018",VC,Visteon,WGL,WGL Holdings,AltaGas Ltd. (TSX:ALA) acquired WGL Holdings.[38]
"July 2, 2018",EXEL,Exelixis,CPRT,Copart,Copart replaced Dr Pepper Snapple Group Inc. (NYSE: DPS) in the S&P 500.[39]
"June 18, 2018",AYI,Acuity Brands,HFC,HollyFrontier,Market capitalization changes[40]
"June 18, 2018",RRC,Range Resources,BR,Broadridge Financial Solutions,Market capitalization changes[40]
"June 18, 2018",CHE,Chemed Corp.,ENDP,Endo International,Market capitalization changes[40]
"June 18, 2018",HAE,Haemonetics,CTB,Cooper Tire & Rubber Co.,Market capitalization changes[40]
"June 11, 2018",OLLI,Ollie's Bargain Outlet,OA,Orbital ATK,S&P 500 constituent Northrop Grumman Corp. (NYSE: NOC) acquired Orbital ATK.[41]
"June 5, 2018",NAVI,Navient Corp.,WR,Westar Energy (renamed Evergy),Navient had a market capitalization closer to the mid-cap market space.[42]
"June 5, 2018",IART,Integra Lifesciences Holdings,GXP,Great Plains Energy,Westar Energy acquired Great Plains Energy which moved the combined company to the S&P 500.[42]
"May 31, 2018",WYND,Wyndham Destinations,MSCC,Microsemi,S&P 500 constituent Microchip Technology Inc. (NASD:MCHP) acquired Microsemi.[43]
"May 31, 2018",PRAH,PRA Health Sciences,ABMD,Abiomed,ABIOMED Inc. replaced Wyndham Worldwide Corp. (NYSE:WYN) in the S&P 500.[43]
"May 10, 2018",APY,Apergy Corp.,DDD,3D Systems,S&P 500 constituent Dover Corp. (NYSE: DOV) spun off Apergy.[44]
"May 10, 2018",MDR,McDermott International,DBD,Diebold Nixdorf,McDermott International merged with Chicago Bridge & Iron Company N.V. (NYSE: CBI).[45]
"May 2, 2018",NVT,nVent Electric,KN,Knowles Corp,S&P 500 constituent Pentair plc (NYSE: PNR) spun off nVent Electric.[46]
"May 1, 2018",OAS,Oasis Petroleum,WPG,Washington Prime Group,Market capitalization changes[47]
"April 19, 2018",FIVE,Five Below,DST,DST Systems,SS&C Technologies Holdings Inc. (NASD: SSNC) acquired DST Systems.[48]
"April 4, 2018",LITE,Lumentum Holdings,MSCI,MSCI Inc,MSCI Inc. replaced CSRA Inc. (NYSE: CSRA) in the S&P 500.[49]
"March 26, 2018",EVR,Evercore,LNCE,Snyder's-Lance,S&P 500 constituent Campbell Soup Company (NYSE:CPB) acquired Snyder's-Lance.[50]
"March 19, 2018",SIG,Signet Jewelers,TTWO,Take-Two Interactive,Market capitalization changes[51]
"March 19, 2018",PDCO,Patterson Companies,SIVB,SVB Financial,Market capitalization changes[51]
"March 19, 2018",CHK,Chesapeake Energy,DF,Dean Foods,Market capitalization changes[51]
"March 19, 2018",CMD,Cantel Medical,AVP,Avon Products,Market capitalization changes[51]
"March 19, 2018",ICUI,ICU Medical,OMI,Owens & Minor,Market capitalization changes[51]
"March 8, 2018",TREE,LendingTree,BIVV,Bioverativ,Sanofi acquired Bioverativ.[52]
"March 7, 2018",ALE,ALLETE Inc.,IPGP,IPG Photonics,IPG Photonics Corp. replaced Scripps Networks Interactive Inc. (NASD: SNI) in the S&P 500.[52]
"February 13, 2018",BYD,Boyd Gaming,CAA,CalAtlantic Group,S&P 500 constituent Lennar Corp. acquired CalAtlantic Group.[53]
"February 5, 2018",HCSG,Healthcare Services Group,BWLD,Buffalo Wild Wings,Arby's Restaurant Group acquired Buffalo Wild Wings.[54]
"January 3, 2018",SGMS,Scientific Games,HII,Huntington Ingalls,Huntington Ingalls Industries Inc. replaced C. R. Bard Inc. (NYSE:BCR) in the S&P 500.[55]
"January 2, 2018",EHC,Encompass Health Corp.,HLS,HealthSouth,S&P 400 constituent HealthSouth (NYSE: HLS) renamed Encompass Health and changed to new symbol.[56]
"January 2, 2018",IBKR,Interactive Brokers,HSNI,HSN Inc,S&P 600 constituent Interactive Brokers Group Inc. replaced Home Shopping Network Inc. (HSN) after Liberty Interactive Corp acquired HSN.[57]
"December 6, 2017",DLPH,Delphi Technologies,FTR,Frontier Communications,"S&P 500 constituent Delphi Automotive plc (NYSE: DLPH), to be renamed Aptiv plc and trade under new symbol APTV, spun off Delphi Technologies.[58]"
"November 22, 2017",MKSI,MKS Instruments,BRCD,Brocade Communications,S&P 500 constituent Broadcom Limited acquired Brocade Communications Systems.[59]
"October 2, 2017",SIX,Six Flags,PRXL,PAREXEL,Pamplona Capital Management acquired PAREXEL.[60]
"October 2, 2017",STL,Sterling Bancorp,OIS,Oil States International,Sterling Bancorp acquired Astoria Financial.[60]
"September 26, 2017",SAFM,Sanderson Farms,CAB,Cabela's,Bass Pro Shops acquired Cabela's.[61]
"September 18, 2017",ILG,"ILG, Inc.",CDNS,Cadence Design Systems,Cadence Design Systems replaced Staples Inc. in the S&P 500.[62]
"September 18, 2017",BCO,Brink's,WOOF,VCA Inc.,Mars Inc. acquired VCA.[62]
"September 18, 2017",CPE,Callon Petroleum,WBMD,WebMD,Internet Brands acquired WebMD Health.[62]
"August 17, 2017",SBRA,Sabra Health Care REIT,CCP,Care Capital Properties,Sabra Health Care REIT acquired Care Capital Properties.[63]
"August 10, 2017",COR,CoreSite Realty,NSR,Neustar,NeuStar was acquired by a private investment group led by Golden Gate Capital.[64]
"August 8, 2017",AN,AutoNation,FCN,FTI Consulting,Brighthouse Financial Inc. (NASD: BHF) replaced AutoNation in the S&P 500.[65]
"July 26, 2017",MNK,Mallinckrodt,RMD,ResMed,Market capitalization changes[66]
"July 26, 2017",MUR,Murphy Oil,PKG,Packaging Corporation of America,Market capitalization changes[66]
"July 26, 2017",BBBY,Bed Bath & Beyond,AOS,A.O. Smith,Market capitalization changes[66]
"July 26, 2017",RIG,Transocean,DRE,Duke Realty,Market capitalization changes[66]
"July 19, 2017",JBGS,JBG Smith,CHS,Chico's FAS,S&P 500 constituent Vornado Realty Trust (NYSE:VNO) spun off JBG SMITH Properties.[67]
"July 12, 2017",KNX,Knight Transportation,KATE,Kate Spade & Company,"S&P 500 constituent Coach, Inc. (NYSE:COH) acquired Kate Spade.[68]"
"July 12, 2017",CLB,Core Laboratories,PNRA,Panera Bread,JAB Holdings B.V. acquired Panera Bread.[68]
"June 29, 2017",BLKB,Blackbaud,CST,CST Brands,Alimentation Couche-Tard acquired CST Brands.[69]
"June 26, 2017",MDSO,Medidata Solutions,PVTB,PrivateBancorp,Canadian Imperial Bank of Commerce acquired PrivateBancorp.[70]
"June 19, 2017",PNFP,Pinnacle Financial Partners,RE,Everest Re,Everest Re Group Ltd replaced Mead Johnson Nutrition Co. in the S&P 500.[71]
"June 19, 2017",TDC,Teradata,ALGN,Align Technology,Market capitalization changes[72]
"June 19, 2017",R,Ryder System,ANSS,ANSYS Inc,Market capitalization changes[72]
"June 2, 2017",CARS,Cars.com,TIME,Time Inc.,TEGNA spun off Cars.com.[73]
"June 2, 2017",TGNA,"Tegna, Inc.",JCP,J. C. Penney,IHS Markit Ltd. (NASD:INFO) replaced TEGNA Inc. in the S&P 500.[73]
"June 2, 2017",MTDR,Matador Resources,WNR,Western Refining,S&P 500 constituent Tesoro Corp. (NYSE:TSO) acquired Western Refining.[74]
"June 2, 2017",HOMB,Home BancShares,VAL,Valspar,S&P 500 constituent The Sherwin-Williams Co. (NYSE:SHW) acquired Valspar.[75]
"May 16, 2017",VVV,Valvoline Inc,NE,Noble Corp,S&P MidCap 400 constituent Ashland Global Holdings Inc. (NYSE:ASH) spun off its remaining stake in Valvoline.[76]
"April 28, 2017",PBF,PBF Energy,WDR,Waddell & Reed,Waddell & Reed Financial replaced Stillwater Mining Co. (NYSE: SWC) in the S&P SmallCap 600.[77]
"April 19, 2017",SABR,Sabre Corp,BEAV,B/E Aerospace,S&P 500 constituent Rockwell Collins Inc. (NYSE:COL) acquired B/E Aerospace.[78]
"April 12, 2017",UBSI,United Bankshares,WWAV,WhiteWave Foods,Danone SA acquired WhiteWave Foods.[79]
"April 6, 2017",ACHC,Acadia Healthcare,JOY,Joy Global,Komatsu Limited acquired Joy Global.[80]
"April 5, 2017",DNB,Dun & Bradstreet,IT,Gartner,Gartner Inc. replaced The Dun & Bradstreet Corp. in the S&P 500.[81]
"April 5, 2017",INCR,INC Research,CEB,CEB Inc.,Gartner acquired CEB.[81]
"April 4, 2017",SWN,Southwestern Energy,CSC,Computer Sciences Corp.,Computer Sciences Corp. replaced Southwestern Energy Co. in the S&P 500.[82]
"April 3, 2017",WTFC,Wintrust Financial,MENT,Mentor Graphics,Siemens Industry Inc. acquired Mentor Graphics.[81]
"March 29, 2017",TCBI,Texas Capital Bancshares,ENH,Endurance Specialty Holdings,SOMPO Holdings Inc. acquired Endurance Specialty Holdings.[83]
"March 29, 2017",MIK,The Michaels Companies,WETF,WisdomTree Investments,WisdomTree Investments moved to the S&P SmallCap 600.[83]
"March 20, 2017",URBN,Urban Outfitters,AMD,Advanced Micro Devices,Market capitalization changes[84]
"March 20, 2017",FTR,Frontier Communications,RJF,Raymond James Financial,Market capitalization changes[84]
"March 20, 2017",FSLR,First Solar,ARE,Alexandria Real Estate Equities,Market capitalization changes[84]
"March 20, 2017",TTWO,Take-Two Interactive,FOSL,Fossil Group,Market capitalization changes[84]
"March 20, 2017",MASI,Masimo,DNR,Denbury Resources,Market capitalization changes[84]
"March 20, 2017",COHR,"Coherent, Inc.",VSTO,Vista Outdoor,Market capitalization changes[84]
"March 16, 2017",GEO,GEO Group,SNPS,Synopsys,Synopsys Inc. replaced Harman International Industries Inc. (NYSE:HAR) in the S&P 500.[85]
"March 2, 2017",ENDP,Endo International,REG,Regency Centers,Regency Centers acquired Equity One. S&P MidCap 400 constituent Regency Centers Corp. (NYSE:REG) replaced Endo International plc (NASD:ENDP) in the S&P 500.[86]
"March 2, 2017",NUS,Nu Skin,EQY,Equity One,Equity One acquired by Regency Centers.[86]
"March 1, 2017",PBI,Pitney Bowes,CBOE,CBOE Holdings,"CBOE acquired Bats Global Markets Inc. (BATS:BATS). Post acquisition, CBOE Holdings Inc. (NASD:CBOE) will replace Pitney Bowes Inc. (NYSE:PBI) in the S&P 500.[86]"
"March 1, 2017",CONE,CyrusOne,CLC,CLARCOR Inc.,S&P 500 constituent Parker-Hannifin Corp. (NYSE:PH) acquired CLARCOR.[86]
"February 28, 2017",DDS,Dillard's,ISIL,Intersil,Renesas Electronics acquired Intersil.[86]
"February 13, 2017",CTB,Cooper Tire & Rubber,SCOR,comScore,NASDAQ announced that comScore will be delisted from its exchange due to non-compliance.[87]
"February 3, 2017",BIVV,Bioverativ,RH,Restoration Hardware,S&P 100 & 500 constituent Biogen Inc. (NASD: BIIB) spun off Bioverativ. RH replaced Ciber Inc. (NYSE:CBR) in the S&P SmallCap 600.[88]
"February 2, 2017",LOGM,LogMeIn,TGI,Triumph Group,"S&P 500 constituent Citrix Systems (NASD: CTXS) spun-off GetGo Inc., which was immediately acquired by LogMeIn.[88]"
"January 4, 2017",CC,Chemours,IDXX,IDEXX Laboratories,"S&P 100 & 500 constituent Abbott Laboratories (NYSE:ABT) acquired St. Jude Medical. S&P MidCap 400 constituent IDEXX Laboratories, Inc. (NASD:IDXX) replaced St. Jude Medical, Inc. (NYSE:STJ) in the S&P 500.[89]"
"December 6, 2016[90]",UMBF,UMB Financial,IM,Ingram Micro,Tianjin Tianhai Investment Company Ltd acquired Ingram Micro.
"December 6, 2016[90]",GMED,Globus Medical,TLN,Talen Energy,Riverstone Holdings LLC acquired Talen Energy.
"December 1, 2016[91]",OI,Owens-Illinois,MAA,Mid-America Apartments,OI replaces MAA. Owens-Illinois is ranked near the bottom of the S&P 500 and has a market capitalization more representative of the mid-cap market space.
"December 1, 2016[91]",PZZA,Papa John's Intl,PPS,Post Properties,"S&P SmallCap 600 constituent Papa John's International Inc. (NASD: PZZA) will replace Post Properties Inc. (NYSE: PPS) in the S&P MidCap 400, and Wingstop Inc. (NASD: WING) will replace Papa John's International in the S&P SmallCap 600. Mid-America Apartment Communities is acquiring Post Properties"
"December 1, 2016[91]",LM,Legg Mason,AMSG,AmSurg Corp,"AmSurg Corp. (NASD: AMSG) will replace Legg Mason Inc. (NYSE: LM) in the S&P 500, and Legg Mason will replace AmSurg in the S&P MidCap 400. AmSurg is acquiring Envision Healthcare Holdings Inc. (NYSE: EVHC). Post merger, AmSurg will change its name to Envision Healthcare Corporation. Legg Mason is ranked near the bottom of the S&P 500 and has a market capitalization more representative of the mid-cap market space."
"November 28, 2016",LFUS,Littelfuse,LXK,Lexmark International,Apex Technology and PAG Asia Capital acquired Lexmark International.[92]
"November 10, 2016",LW,Lamb Weston Holdings,ASNA,Ascena Retail Group,S&P 500 constituent ConAgra Foods Inc. (NYSE: CAG) spun off Lamb Weston Holdings.[93]
"November 3, 2016",HLS,HealthSouth,RAX,Rackspace,Apollo Global Management LLC acquired Rackspace Hosting.[94]
"November 1, 2016",QCP,Quality Care Properties,GES,Guess? Inc,S&P 500 constituent HCP Inc. (NYSE: HCP) is spinning off Quality Care Properties.[95]
"October 5, 2016",CUZ,Cousins Properties,CYH,Community Health Systems,Cousins Properties is acquiring Parkway Properties. Community Health Systems is ranked near the bottom of the S&P MidCap 400.[96]
"October 3, 2016",VSM,Versum Materials,ANF,Abercrombie & Fitch,S&P 500 constituent Air Products and Chemicals Inc. (NYSE: APD) is spinning off Versum Materials. Air Products and Chemicals will remain in the S&P 500 post spin-off.[97]
"September 30, 2016",DO,Diamond Offshore Drilling,PLCM,Polycom,"Siris Capital Group acquired Polycom. Coty, Inc. replaces Diamond Offshore in the S&P 500 index.[98]"
"September 27, 2016",SBH,Sally Beauty,RRD,RR Donnelley,"R.R. Donnelly & Sons is spinning off certain operations and assets. Post spin-offs, the R.R. Donnelly & Sons stub will be more representative of the small-cap market space.[97]"
"September 22, 2016[99]",NWE,NorthWestern,COO,The Cooper Companies,The Cooper Companies Inc. (NYSE: COO) replaces Starwood Hotels & Resorts Worldwide Inc. (NYSE: HOT) in the S&P 500. S&P 500 constituent Marriott International Inc. (NASD: MAR) acquires Starwood.
"September 22, 2016[99]",NUVA,NuVasive,FEIC,FEI Company,S&P 500 constituent Thermo Fisher Scientific Inc. (NYSE: TMO) acquired FEI.
"September 21, 2016",CRUS,Cirrus Logic,FCS,Fairchild Semiconductor,ON Semiconductor (NASD: ON) acquired Fairchild Semiconductor.[100]
"September 16, 2016",CAR,Avis Budget Group,STR,Questar,"S&P 500 constituent Dominion Resources, Inc. (NYSE: D) is acquiring Questar in a deal expected to be completed soon pending final approvals.[101]"
"September 2, 2016",MPWR,Monolithic Power Systems,MTD,Mettler-Toledo,S&P MidCap 400 constituent Mettler-Toledo International Inc. (NYSE: MTD) replaced Johnson Controls Inc. (NYSE: JCI) in the S&P 500. S&P 500 constituent Tyco International plc (NYSE: TYC) acquired Johnson Controls in a merger of equals.[102]
"September 1, 2016",CHFC,Chemical Financial (now TCF Financial Corporation),SVU,SuperValu,Chemical Financial acquired Talmer Bancorp.[103]
"August 26, 2016",ENS,EnerSys,DWA,DreamWorks Animation,S&P 500 constituent Comcast Corp (NASD: CMCSA) acquired DreamWorks Animation.[104]
"August 19, 2016",DY,Dycom Industries,FMER,FirstMerit,S&P 500 constituent Huntington Bancshares Inc. (NASD:HBAN) acquired FirstMerit.[105]
"July 29, 2016",MBFI,MB Financial,FNFG,First Niagara Bank,S&P 500 constituent KeyCorp acquired First Niagara Bank.[106]
"June 30, 2016",EME,Emcor,ALB,Albemarle Corporation,Emera Inc. (TSX: EMA) is acquiring TECO Energy in a deal expected to be completed on or about that date pending final conditions.[107]
"June 30, 2016",SWX,Southwest Gas,LNT,Alliant Energy,S&P 100 & 500 constituent Southern Co. (NYSE:SO) is acquiring AGL Resources.[108]
"June 24, 2016",CHDN,Churchill Downs,FBHS,Fortune Brands Home & Security,S&P MidCap 400 constituent Fortune Brands Home & Security Inc. (NYSE:FBHS) replaced Cablevision Systems Corp. (NYSE:CVC) in the S&P 500 index. Altice NV acquired Cablevision.[109]
"May 31, 2016[110]",HELE,Helen of Troy,WCN,Waste Connections,"Progressive Waste Solutions Ltd. (TSX:BIN, NYSE: BIN) and Waste Connections are merging to form a new company called Waste Connections. ""New"" Waste Connections will be considered to be domiciled in Canada for index purposes and will be ineligible for continued inclusion in the S&P MidCap 400."
"May 31, 2016[110]",BRCD,Brocade Communications,MDC,MDC Holdings,Brocade Communications Systems is acquiring Ruckus Wireless. MDC has a market capitalization more representative of the small-cap market space.
"May 27, 2016",EDR,Education Realty Trust,AJG,Arthur J. Gallagher & Co.,Coca-Cola Enterprises has merged with Coca-Cola Iberian Partners SA and Coca-Cola Erfrischungsgetränke AG to form a new company called Coca-Cola European Partners Plc.[111]
"May 23, 2016",MPW,Medical Properties Trust,LKQ,LKQ Corp,S&P MidCap 400 constituent LKQ Corp. (NASD:LKQ) will replace Airgas Inc. (NYSE:ARG) in the S&P 500. Air Liquide SA acquired Airgas.[112]
"May 12, 2016",TXRH,Texas Roadhouse,ALK,Alaska Air Group,S&P 500 constituent Western Digital Corp. (NASD:WDC) is acquiring SanDisk Corp. in a deal expected to be completed on or about that date pending final conditions.[113]
"May 3, 2016",VSAT,ViaSat,AYI,Acuity Brands,"S&P MidCap 400 constituent Acuity Brands, Inc. (NYSE: AYI) will replace The ADT Corp. (NYSE: ADT) in the S&P 500. Apollo Global Management, LLC acquired The ADT Corp.[114]"
"April 22, 2016",GME,GameStop,GPN,Global Payments Inc,"Global Payments is acquiring Heartland Payment Systems. Post-merger, Global Payment's market capitalization will be more representative of the large cap market space. GameStop is ranked near the bottom of the S&P 500 and has a market capitalization that is more representative of the mid-cap market space.[115]"
"April 18, 2016",THC,Tenet Healthcare,JAH,Jarden,"S&P 500 constituent Newell Rubbermaid Inc. (NYSE:NWL) acquired Jarden. Ulta Salon, Cosmetics & Fragrance Inc. (NASD:ULTA) replaced Tenet Healthcare Corp. (NYSE:THC) in the S&P 500.[116]"
"April 14, 2016",PBH,Prestige Brands,CNL,CLECO,Macquarie Infrastructure Partners acquired Cleco.[117]
"April 6, 2016",RH,Restoration Hardware,ATML,Atmel,S&P 500 constituent Microchip Technology Inc. (NASD: MCHP) acquired Atmel.[118]
"April 4, 2016",WBMD,webMD Health,SUNE,SunEdison,SunEdison has a market capitalization that is no longer representative of the mid-cap market space.[119]
"April 4, 2016",DCT,DCT Industrial Trust,FL,Foot Locker,S&P MidCap 400 constituent Foot Locker Inc. (NYSE:FL) replaced Cameron International Corp. (NYSE:CAM) in the S&P 500. S&P 100 & 500 constituent Schlumberger Ltd (NYSE:SLB) acquired Cameron International.[120]
"March 30, 2016[121]",ABMD,Abiomed,HOLX,Hologic,Exelon acquired Pepco Holdings. Hologic moved to S&P 500 to replace Pepco Holdings.
"March 30, 2016[121]",ESV,Ensco plc,CNC,Centene,S&P MidCap 400 constituent Centene Corp. (NYSE: CNC) replaced Ensco plc (NYSE: ESV) in the S&P 500.
"March 30, 2016[121]",FR,First Industrial Realty Trust,HNT,Health Net,Centene acquired Health Net.
"March 8, 2016",NJR,New Jersey Resources,SFG,StanCorp Financial,Meiji Yasuda Life Insurance Co. acquired StanCorp Financial.[122]
"March 7, 2016",HR,Healthcare Realty Trust,UDR,UDR,S&P MidCap 400 constituent UDR Inc. (NYSE: UDR) replaced Keurig Green Mountain Inc. (NASD:GMCR) in the S&P 500. JAB Holding Company acquired Keurig Green Mountain.[123]
"March 4, 2016",CNX,Consol Energy,SLH,Solera Holdings,Vista Equity Partners acquired Solera.[124]
"March 1, 2016",PVTB,PrivateBancorp,SIRO,Sirona Dental Systems,S&P 500 constituent Dentsply International Inc. (NASD:XRAY) acquired Sirona Dental Systems.[125]
"February 25, 2016",LNCE,Snyder's-Lance,CRC,California Resources,"Snyder's-Lance acquired Diamond Foods. California Resources had a low stock price, and its low market capitalization ranked it at the bottom of the S&P MidCap 400.[126]"
"February 9, 2016",FNB,FNB Corporation,RCII,Rent-A-Center,F.N.B. acquired Metro Bancorp.[127]
"February 9, 2016",SFM,Sprouts Farmers Market,SWI,SolarWinds,Private equity firms Silver Lake Partners and Thoma Bravo LLC acquired SolarWinds.[128]
"February 1, 2016",SCOR,comScore,CC,Chemours,comScore acquired Rentrak Corp. (NASD:RENT). The combined company's market capitalization will be more representative of the mid-cap market space.[129]
