id,number,title,created_at,updated_at,closed_at,author_association,comments,body,user_login,user_id,Crypto_Name,Extension
1660506333,31124,Geyser drops finalized notifications ,2023-04-10 09:25:05,2023-04-11 01:12:57,,NONE,3,"#### Problem

It seems that quite often, Geyser will drop the 'Finalized' slot notification. It seems more commonly to happen around skipped slots, but we have found examples where it was not. An example is illustrated below:

```
$ journalctl --user-unit solana-rpc |grep geyser_pg | grep -E '(18759483[2-5]|187594840)'
Apr 10 08:41:07 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:07.482695590Z DEBUG geyser_pg::postgres] Message: Account(false 187594832 SysvarS1otHashes111111111111111111111111111 667609360988)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.140092059Z DEBUG geyser_pg::postgres] Message: Slot(187594832 Processed)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.140123559Z INFO  geyser_pg::postgres] Processing new slot 187594832, with 60 accounts
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.159428777Z DEBUG geyser_pg::postgres] Message: Account(false 187594833 SysvarS1otHashes111111111111111111111111111 667609370319)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.490537309Z DEBUG geyser_pg::postgres] Message: Slot(187594833 Processed)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.490563639Z INFO  geyser_pg::postgres] Processing new slot 187594833, with 38 accounts
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.517442426Z DEBUG geyser_pg::postgres] Message: Account(false 187594834 SysvarS1otHashes111111111111111111111111111 667609374246)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.537672355Z DEBUG geyser_pg::postgres] Message: Slot(187594832 Confirmed)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.852584298Z DEBUG geyser_pg::postgres] Message: Slot(187594833 Confirmed)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.887478755Z DEBUG geyser_pg::postgres] Message: Slot(187594834 Processed)
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.887516387Z INFO  geyser_pg::postgres] Processing new slot 187594834, with 45 accounts
Apr 10 08:41:08 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:08.911527730Z DEBUG geyser_pg::postgres] Message: Account(false 187594835 SysvarS1otHashes111111111111111111111111111 667609380818)
Apr 10 08:41:09 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:09.236842372Z DEBUG geyser_pg::postgres] Message: Slot(187594835 Processed)
Apr 10 08:41:09 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:09.236876858Z INFO  geyser_pg::postgres] Processing new slot 187594835, with 61 accounts
Apr 10 08:41:10 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:10.667922211Z DEBUG geyser_pg::postgres] Message: Account(false 187594840 SysvarS1otHashes111111111111111111111111111 667609383434)
Apr 10 08:41:10 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:10.971665249Z DEBUG geyser_pg::postgres] Message: Account(false 187594840 PinYvHqMTZVrRTpwK9x3dB9vL7tsGtGedSz8EqeynuA 667609384855)
Apr 10 08:41:11 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:11.262569677Z DEBUG geyser_pg::postgres] Message: Account(false 187594840 AuQkCWHMUxPfM3tTGv8JySTaSSqcsN73vu5kYyidoUuh 667609388919)
Apr 10 08:41:11 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:11.305351858Z DEBUG geyser_pg::postgres] Message: Slot(187594840 Processed)
Apr 10 08:41:11 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:11.305382768Z INFO  geyser_pg::postgres] Processing new slot 187594840, with 123 accounts
Apr 10 08:41:11 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:11.389888160Z DEBUG geyser_pg::postgres] Message: Slot(187594834 Confirmed)
Apr 10 08:41:11 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:11.389904822Z DEBUG geyser_pg::postgres] Message: Slot(187594835 Confirmed)
Apr 10 08:41:12 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:12.159304081Z DEBUG geyser_pg::postgres] Message: Slot(187594840 Confirmed)
Apr 10 08:41:23 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:23.822562681Z DEBUG geyser_pg::postgres] Message: Slot(187594832 Finalized)
Apr 10 08:41:23 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:23.848824468Z DEBUG geyser_pg::postgres] Update finalized to 187594832 in 1.942ms
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.230460632Z DEBUG geyser_pg::postgres] Message: Slot(187594833 Finalized)
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.249380547Z DEBUG geyser_pg::postgres] Update finalized to 187594833 in 1.236ms
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.544539330Z DEBUG geyser_pg::postgres] Message: Slot(187594840 Finalized)
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.590291031Z DEBUG geyser_pg::postgres] Update finalized to 187594834 in 1.541ms
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.591646081Z DEBUG geyser_pg::postgres] Update finalized to 187594835 in 1.337ms
Apr 10 08:41:24 pit54 solana-rpc.sh[25574]: [2023-04-10T08:41:24.595147365Z DEBUG geyser_pg::postgres] Update finalized to 187594840 in 3.379ms
```

Slot 187594840 has parent 187594835. However, 187594835 and 187594834 never saw slot notifications for finalization. Only for processed and confirmed. However, slot 187594840 saw the finalized slot notification correctly.

This is different from #28871 since it happens during general runtime, not just at start up.

#### Proposed Solution

This is possible to work around in the geyser plugin (just assume that the 'tree' below the last finalized slot is also finalized), but it leads to delays in ingesting state since we cannot know that the tree is finalized until 187594840 is finalized. Therefore it would be good to identify why geyser doesn't notify the finalized state of the slots in between.
",linuskendall,5172293,solana,/issues
1660494189,31123,Bump hashbrown from 0.12.3 to 0.13.2,2023-04-10 09:13:24,2023-04-10 09:13:25,,CONTRIBUTOR,0,"Bumps [hashbrown](https://github.com/rust-lang/hashbrown) from 0.12.3 to 0.13.2.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/rust-lang/hashbrown/blob/master/CHANGELOG.md"">hashbrown's changelog</a>.</em></p>
<blockquote>
<h2>[v0.13.2] - 2023-01-12</h2>
<h3>Fixed</h3>
<ul>
<li>Added <code>#[inline(always)]</code> to <code>find_inner</code>. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/375"">#375</a>)</li>
<li>Fixed <code>RawTable::allocation_info</code> for empty tables. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/376"">#376</a>)</li>
</ul>
<h2>[v0.13.1] - 2022-11-10</h2>
<h3>Added</h3>
<ul>
<li>Added <code>Equivalent</code> trait to customize key lookups. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/350"">#350</a>)</li>
<li>Added support for 16-bit targets. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/368"">#368</a>)</li>
<li>Added <code>RawTable::allocation_info</code> which provides information about the memory
usage of a table. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/371"">#371</a>)</li>
</ul>
<h3>Changed</h3>
<ul>
<li>Bumped MSRV to 1.61.0.</li>
<li>Upgraded to <code>ahash</code> 0.8. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/357"">#357</a>)</li>
<li>Make <code>with_hasher_in</code> const. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/355"">#355</a>)</li>
<li>The following methods have been removed from the <code>RawTable</code> API in favor of
safer alternatives:
<ul>
<li><code>RawTable::erase_no_drop</code> =&gt; Use <code>RawTable::erase</code> or <code>RawTable::remove</code> instead.</li>
<li><code>Bucket::read</code> =&gt; Use <code>RawTable::remove</code> instead.</li>
<li><code>Bucket::drop</code> =&gt; Use <code>RawTable::erase</code> instead.</li>
<li><code>Bucket::write</code> =&gt; Use <code>Bucket::as_mut</code> instead.</li>
</ul>
</li>
</ul>
<h3>Fixed</h3>
<ul>
<li>Ensure that <code>HashMap</code> allocations don't exceed <code>isize::MAX</code>. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/362"">#362</a>)</li>
<li>Fixed issue with field retagging in scopeguard. (<a href=""https://redirect.github.com/rust-lang/hashbrown/issues/359"">#359</a>)</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/dcb854f861849e9ef23749601497242bdae276b5""><code>dcb854f</code></a> Version 0.13.2</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/55175ca062f121c5ddfe4d978fbf4fc77d846be0""><code>55175ca</code></a> Auto merge of <a href=""https://redirect.github.com/rust-lang/hashbrown/issues/379"">#379</a> - stepancheg:fix-all-info, r=Amanieu</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/471c5a644f129b25da48d12f40be903d276002d2""><code>471c5a6</code></a> Fix RawTable::allocation_info for empty table</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/09dc17e0d686cdeba15920a4f77462c572e7cad1""><code>09dc17e</code></a> Auto merge of <a href=""https://redirect.github.com/rust-lang/hashbrown/issues/381"">#381</a> - stepancheg:clippy, r=Amanieu</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/f18ea5e6192d4258f8f6a3d0d0ed47d94bf76408""><code>f18ea5e</code></a> Merge pull request <a href=""https://redirect.github.com/rust-lang/hashbrown/issues/378"">#378</a> from sno2/patch-1</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/2b03dacdd73bf97cee1b5dd1dd9a45ec344481b0""><code>2b03dac</code></a> Apply clippy suggestions</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/731b3a0e10d1fe92317f8b2f2155ae8ebc6a3193""><code>731b3a0</code></a> chore: update version in README</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/c93ef8f44162d7478e3430d3b650dcd0a7a0b038""><code>c93ef8f</code></a> Auto merge of <a href=""https://redirect.github.com/rust-lang/hashbrown/issues/375"">#375</a> - QuarticCat:feedback, r=Amanieu</li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/7d6c2a82f9156067744c7f1f1b900bbc3a379cb4""><code>7d6c2a8</code></a> Add <code>#[inline(always)]</code> to <code>find_inner</code></li>
<li><a href=""https://github.com/rust-lang/hashbrown/commit/5d4927631bb072c35697d10a6efdb57a6647f0d8""><code>5d49276</code></a> Auto merge of <a href=""https://redirect.github.com/rust-lang/hashbrown/issues/373"">#373</a> - Turbo87:patch-1, r=Amanieu</li>
<li>Additional commits viewable in <a href=""https://github.com/rust-lang/hashbrown/compare/v0.12.3...v0.13.2"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=hashbrown&package-manager=cargo&previous-version=0.12.3&new-version=0.13.2)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",dependabot[bot],49699333,solana,/issues
1660491938,31122,Bump num_enum from 0.5.9 to 0.6.0,2023-04-10 09:11:34,2023-04-10 09:11:35,,CONTRIBUTOR,0,"Bumps [num_enum](https://github.com/illicitonion/num_enum) from 0.5.9 to 0.6.0.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/illicitonion/num_enum/commit/d5662e436f3afe700a71351d6e2ebc3fbfe8114b""><code>d5662e4</code></a> Update to edition 2021</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/b6fc9f00c6fbee36fba5541f7b1b0ff36c146bf2""><code>b6fc9f0</code></a> Specify MSRV</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/df815d982f3d00a4b7bd89c83fff094191fa14d1""><code>df815d9</code></a> Specify exact dep on derive crate</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/425277bf57d606f6bf984de05848e76dd1dd22a6""><code>425277b</code></a> Reduce minimum syn version to 2 (<a href=""https://redirect.github.com/illicitonion/num_enum/issues/114"">#114</a>)</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/9bc84b1c12537ae3afd3009564e6b38ff82119f6""><code>9bc84b1</code></a> Update syn to v2 (<a href=""https://redirect.github.com/illicitonion/num_enum/issues/113"">#113</a>)</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/e02abdcacac7269bffcbd6c93cd847b7b95477c6""><code>e02abdc</code></a> UnsafeFromPrimitive ignores default/alternatives (<a href=""https://redirect.github.com/illicitonion/num_enum/issues/112"">#112</a>)</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/9b4642e5a7d59d7902b0402ddc75ca1c25eb48b8""><code>9b4642e</code></a> Make UnsafeFromPrimitive a trait (<a href=""https://redirect.github.com/illicitonion/num_enum/issues/79"">#79</a>)</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/c90528c5b96858763fedcf2853d4c605247221ae""><code>c90528c</code></a> Bump to 0.6.0</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/0e2d006daaf156fb60d1cc677a52d09186e48b86""><code>0e2d006</code></a> TryFromPrimitive ignores default attributes</li>
<li><a href=""https://github.com/illicitonion/num_enum/commit/b32c406accb05338cb7c59c3023f804a18271c18""><code>b32c406</code></a> Bump to 0.5.11 (<a href=""https://redirect.github.com/illicitonion/num_enum/issues/109"">#109</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/illicitonion/num_enum/compare/0.5.9...0.6.0"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=num_enum&package-manager=cargo&previous-version=0.5.9&new-version=0.6.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",dependabot[bot],49699333,solana,/issues
1660482070,31120,Bump chrono from 0.4.23 to 0.4.24,2023-04-10 09:04:20,2023-04-10 09:04:59,,CONTRIBUTOR,0,"Bumps [chrono](https://github.com/chronotope/chrono) from 0.4.23 to 0.4.24.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/chronotope/chrono/releases"">chrono's releases</a>.</em></p>
<blockquote>
<h2>0.4.24</h2>
<p>This is a small maintenance release with accumulated fixes and improvements.</p>
<ul>
<li>Fix doc on <code>Days::new()</code> to refer to days, not months (<a href=""https://redirect.github.com/chronotope/chrono/issues/874"">#874</a>, thanks to <a href=""https://github.com/brotskydotcom""><code>@​brotskydotcom</code></a>)</li>
<li>Clarify out of range value for <code>from_timestamp_opt()</code> (<a href=""https://redirect.github.com/chronotope/chrono/issues/879"">#879</a>, thanks to <a href=""https://github.com/xmo-odoo""><code>@​xmo-odoo</code></a>)</li>
<li>Add <code>format_localized()</code> for <code>NaiveDate</code> (<a href=""https://redirect.github.com/chronotope/chrono/issues/881"">#881</a>, thanks to <a href=""https://github.com/mseele""><code>@​mseele</code></a>)</li>
<li>Fix bug in <code>Add</code>/<code>Sub</code> <code>Days</code>, add tests with DST timezone (<a href=""https://redirect.github.com/chronotope/chrono/issues/878"">#878</a>)</li>
<li>Make <code>NaiveTime::MIN</code> public (<a href=""https://redirect.github.com/chronotope/chrono/issues/890"">#890</a>)</li>
<li>Fix <code>from_timestamp_millis()</code> implementation and add more tests (<a href=""https://redirect.github.com/chronotope/chrono/issues/885"">#885</a>)</li>
<li>Fix typo in docstrings (<a href=""https://redirect.github.com/chronotope/chrono/issues/897"">#897</a>, thanks to <a href=""https://github.com/dandxy89""><code>@​dandxy89</code></a>)</li>
<li>Add test proving that <a href=""https://redirect.github.com/chronotope/chrono/issues/903"">#903</a> is fixed in 0.4.x head (<a href=""https://redirect.github.com/chronotope/chrono/issues/905"">#905</a>, thanks to <a href=""https://github.com/umanwizard""><code>@​umanwizard</code></a>)</li>
<li>Add <code>from_timestamp_micros()</code> function (<a href=""https://redirect.github.com/chronotope/chrono/issues/906"">#906</a>, thanks to <a href=""https://github.com/umanwizard""><code>@​umanwizard</code></a>)</li>
<li>Check cargo-deny in CI (<a href=""https://redirect.github.com/chronotope/chrono/issues/909"">#909</a>)</li>
<li>Derive <code>Hash</code> for most pub types that also derive <code>PartialEq</code> (<a href=""https://redirect.github.com/chronotope/chrono/issues/938"">#938</a>, thanks to <a href=""https://github.com/bruceg""><code>@​bruceg</code></a>)</li>
<li>Update deprecated methods in <code>from_utc()</code> example (<a href=""https://redirect.github.com/chronotope/chrono/issues/939"">#939</a>, thanks to <a href=""https://github.com/greg-el""><code>@​greg-el</code></a>)</li>
<li>Fix panic in <code>DateTime::checked_add_days()</code> (<a href=""https://redirect.github.com/chronotope/chrono/issues/942"">#942</a>, thanks to <a href=""https://github.com/Ekleog""><code>@​Ekleog</code></a>)</li>
<li>More documentation for dates before 1 BCE or after 9999 CE (<a href=""https://redirect.github.com/chronotope/chrono/issues/950"">#950</a>, thanks to <a href=""https://github.com/cgit""><code>@​cgit</code></a>)</li>
<li>Improve <code>FixedOffset</code> docs (<a href=""https://redirect.github.com/chronotope/chrono/issues/953"">#953</a>, thanks to <a href=""https://github.com/klnusbaum""><code>@​klnusbaum</code></a>)</li>
<li>Add chrono-fuzz to CI and update its libfuzzer-sys dependency (<a href=""https://redirect.github.com/chronotope/chrono/issues/968"">#968</a>, thanks to <a href=""https://github.com/LingMan""><code>@​LingMan</code></a>)</li>
<li>Fixes to parsing and calculation of week numbers (<a href=""https://redirect.github.com/chronotope/chrono/issues/966"">#966</a>, thanks to <a href=""https://github.com/raphaelroosz""><code>@​raphaelroosz</code></a>)</li>
<li>Make iana-time-zone a target specific dependency (<a href=""https://redirect.github.com/chronotope/chrono/issues/980"">#980</a>, thanks to <a href=""https://github.com/krtab""><code>@​krtab</code></a>)</li>
<li>Make eligible functions <code>const</code> (<a href=""https://redirect.github.com/chronotope/chrono/issues/984"">#984</a>, thanks to <a href=""https://github.com/tormeh""><code>@​tormeh</code></a>)</li>
</ul>
<p>Thanks to all contributors from the chrono team, <a href=""https://github.com/esheppa""><code>@​esheppa</code></a> and <a href=""https://github.com/djc""><code>@​djc</code></a>.</p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/chronotope/chrono/commit/daa86a77d36d74f474913fd3b560a40f1424bd77""><code>daa86a7</code></a> Check benchmarks in CI</li>
<li><a href=""https://github.com/chronotope/chrono/commit/b1e0963efc9544dee9e5b708e3abfea3e7eaa3d9""><code>b1e0963</code></a> Bump rust-cache action to v2</li>
<li><a href=""https://github.com/chronotope/chrono/commit/64c5d7793a1a3e6ccbb2acc606b85f95830b7f83""><code>64c5d77</code></a> Bump version to 0.4.24</li>
<li><a href=""https://github.com/chronotope/chrono/commit/f5c5ac452dc7095c6acec12a7e5278194132bc06""><code>f5c5ac4</code></a> Make eligible functions const.</li>
<li><a href=""https://github.com/chronotope/chrono/commit/fb2f2596f56b690ddd5fc5e473fc8380418802a8""><code>fb2f259</code></a> Make iana-time-zone a target specific dependency</li>
<li><a href=""https://github.com/chronotope/chrono/commit/cf2a2f95f7030860b0eda2b78eff968f1d7b4228""><code>cf2a2f9</code></a> factor calculations to weeks_from function and add tests</li>
<li><a href=""https://github.com/chronotope/chrono/commit/8197700ccdbb77a355e47ef8f4d9720ef41ff564""><code>8197700</code></a> apply same fix to parsing and add failing test cases as per issue <a href=""https://redirect.github.com/chronotope/chrono/issues/961"">#961</a></li>
<li><a href=""https://github.com/chronotope/chrono/commit/a9b1ec412a6224020a2e9664a45974dcf71fdace""><code>a9b1ec4</code></a> fix ordinal week calculation</li>
<li><a href=""https://github.com/chronotope/chrono/commit/f9f3c7857d31c1c2341a1ddee0e9447f81a61465""><code>f9f3c78</code></a> Fix panic in DateTime::checked_add_days</li>
<li><a href=""https://github.com/chronotope/chrono/commit/cd0e3b008c1ea5c6835709ff72a1b76209f3831b""><code>cd0e3b0</code></a> chrono-fuzz: Update libfuzzer-sys dependency from 0.3 to 0.4</li>
<li>Additional commits viewable in <a href=""https://github.com/chronotope/chrono/compare/v0.4.23...v0.4.24"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=chrono&package-manager=cargo&previous-version=0.4.23&new-version=0.4.24)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",dependabot[bot],49699333,solana,/issues
1660246155,31118,Fix finding ancestor during program cache pruning,2023-04-10 05:11:25,2023-04-11 02:50:23,,CONTRIBUTOR,1,"#### Problem
The program cache pruning fails to find the program deployed in ancestor slot while pruning the cache.

#### Summary of Changes

- Added a unit-test to test the issue
- Fix prune code to set the flag only if the ancestor slot is found

Fixes #
<!-- OPTIONAL: Feature Gate Issue: # -->
<!-- Don't forget to add the ""feature-gate"" label -->
",pgarg66,40076733,solana,/issues
1659139915,31115,bank_from_latest_snapshot_dir,2023-04-07 19:54:45,2023-04-10 18:18:22,,CONTRIBUTOR,3,"#### Problem
Part of the project https://github.com/orgs/solana-labs/projects/33/ to boot from a snapshot directory.
This is to get the latest snapshot dir and boot from it.

It is split from https://github.com/solana-labs/solana/pull/30859 as suggested in its review.

#### Summary of Changes
Add the function bank_from_latest_snapshot_dir
Add its test function

Fixes #
<!-- OPTIONAL: Feature Gate Issue: # -->
<!-- Don't forget to add the ""feature-gate"" label -->
",xiangzhu70,59367509,solana,/issues
1659059820,31113,SECURITY.md: Require exploit PoC for submission consideration,2023-04-07 18:11:09,2023-04-08 07:28:48,,COLLABORATOR,0,"#### Problem

Too many speculative or undeveloped vulnerability submissions.

#### Summary of Changes

Require PoC for consideration",t-nelson,490004,solana,/issues
1658978535,31112,Quic stream spam test,2023-04-07 16:24:40,2023-04-07 17:56:02,,CONTRIBUTOR,0,"#### Problem
We're seeing an unexplained spike in mem usage and Quic connections/streams/chunks at the same time.

#### Summary of Changes
Implements a tool to spam a server with lots of connections sending junk with lots slow streams.

Fixes #
<!-- OPTIONAL: Feature Gate Issue: # -->
<!-- Don't forget to add the ""feature-gate"" label -->
",ryleung-solana,91908731,solana,/issues
1658876357,31109,Refactor - Syscalls in RBPF CLI,2023-04-07 14:39:55,2023-04-09 21:23:00,,CONTRIBUTOR,1,"#### Problem
Currently syscalls are unavailable in the rbpf CLI. Also, this PR is a preparation to have the vm stored in `SyscallContext` so that the `MemoryMapping` can be accessed via `InvokeContext` instead of being passed as a syscall parameter.

#### Summary of Changes
- Stops caching `InvokeContext::get_check_aligned()` and `InvokeContext::get_check_size()`.
- Makes members of `SyscallContext` public.
- Replaces `InvokeContext::set_syscall_context()` in tests with `mock_create_vm!()`.
- Passes `SyscallContext` directly to `InvokeContext::set_syscall_context()`.
- Removes `TraceLogStackFrame::consumed_bpf_units`.
- Merges `TraceLogStackFrame::trace_log` into `SyscallContext`.
- Removes the `create_vm!()` macro.
- Moves `BpfAllocator` from bpf_loader into program_runtime.
- Removes the trait `Alloc`.
- Frees `BpfAllocator` from `Rc<RefCell<>>`.
- Removes unused code from `BpfAllocator`.
- Consume CUs for heap before doing the allocation.
- Exposes syscalls in rbpf-cli.",Lichtso,309583,solana,/issues
1658620163,31107,ci: use built-in openssl,2023-04-07 09:58:49,2023-04-07 13:44:58,,MEMBER,0,"#### Problem

our windows build got broken cuz openssl path.

conv: https://discord.com/channels/428295358100013066/560503042458517505/1093768739306094682

#### Summary of Changes

I found the Windows container already have it. I exported the path for openssl pacakge.",yihau,8209234,solana,/issues
1658592646,31105,fix docs blockstore formatting,2023-04-07 09:31:05,2023-04-10 20:22:09,,CONTRIBUTOR,0,"#### Problem

Some formatting is broken

#### Summary of Changes

Fixed formatting
",KirillLykov,687962,solana,/issues
1658452161,31099,"Revert ""Revert Rust 1.68.0 upgrade""",2023-04-07 07:00:40,2023-04-07 15:35:05,,MEMBER,2,"Reverts solana-labs/solana#30897

I want to use https://doc.rust-lang.org/nightly/std/sync/struct.Arc.html#method.into_inner, which is merged upstream after 1 day after our current nightly rustc...

cc: @yihau @ilya-bobyr ",ryoqun,117807,solana,/issues
