timestamp,trade_id,price,amount,taker_side_sell,currency_pair
2023-03-01 00:00:39.952000000,429089994.0,1605.6,0.61999423,1.0,eth-usd
2023-03-01 00:00:39.952000000,429089995.0,1605.55,0.072,1.0,eth-usd
2023-03-01 00:00:39.952000000,429089996.0,1605.43,1.51800577,1.0,eth-usd
2023-03-01 00:00:40.137999872,429089997.0,1605.66,0.02976599,0.0,eth-usd
2023-03-01 00:00:40.360999936,429089998.0,1605.7,1.24556268,0.0,eth-usd
2023-03-01 00:00:45.097999872,429089999.0,1605.72,0.02153775,0.0,eth-usd
2023-03-01 00:00:45.212000000,429090000.0,1605.72,0.06690973,0.0,eth-usd
2023-03-01 00:00:45.212000000,429090001.0,1605.73,0.06323135,0.0,eth-usd
2023-03-01 00:00:45.216000000,429090002.0,1605.88,1.57120393,0.0,eth-usd
2023-03-01 00:00:45.465999872,429090003.0,1605.97,0.07583941,0.0,eth-usd
2023-03-01 00:00:45.465999872,429090004.0,1605.98,0.06845287,0.0,eth-usd
2023-03-01 00:00:45.465999872,429090005.0,1606.12,1.24524204,0.0,eth-usd
2023-03-01 00:00:46.713999872,429090006.0,1606.08,0.00219789,1.0,eth-usd
2023-03-01 00:00:46.713999872,429090007.0,1606.08,0.06352111,1.0,eth-usd
2023-03-01 00:00:46.713999872,429090008.0,1606.02,1.24531186,1.0,eth-usd
2023-03-01 00:00:46.857999872,429090009.0,1606.1,0.08689903,0.0,eth-usd
2023-03-01 00:00:48.224999936,429090010.0,1606.08,0.01450357,0.0,eth-usd
2023-03-01 00:00:51.072000000,429090011.0,1606.08,0.03974126,0.0,eth-usd
2023-03-01 00:00:51.576999936,429090012.0,1606.07,0.03176075,1.0,eth-usd
2023-03-01 00:00:51.576999936,429090013.0,1606.07,0.58160919,1.0,eth-usd
2023-03-01 00:00:51.718000128,429090014.0,1606.07,0.00595835,1.0,eth-usd
2023-03-01 00:00:53.203000064,429090015.0,1606.07,0.00625751,1.0,eth-usd
2023-03-01 00:00:54.187000064,429090016.0,1606.07,0.01588349,1.0,eth-usd
2023-03-01 00:00:54.187000064,429090017.0,1606.07,0.36143506,1.0,eth-usd
2023-03-01 00:00:54.360999936,429090018.0,1606.08,0.0055863,0.0,eth-usd
2023-03-01 00:00:55.979000064,429090019.0,1606.08,0.00248482,0.0,eth-usd
2023-03-01 00:00:57.420999936,429090020.0,1606.08,0.00415048,0.0,eth-usd
2023-03-01 00:00:57.420999936,429090021.0,1606.08,0.01311897,0.0,eth-usd
2023-03-01 00:00:57.788000000,429090022.0,1606.07,0.74856494,1.0,eth-usd
2023-03-01 00:00:57.788000000,429090023.0,1606.07,0.01588349,1.0,eth-usd
2023-03-01 00:00:57.792999936,429090024.0,1605.98,1.24533828,1.0,eth-usd
2023-03-01 00:00:57.792999936,429090025.0,1605.93,0.31669438,1.0,eth-usd
2023-03-01 00:00:57.792999936,429090026.0,1605.91,1.55674392,1.0,eth-usd
2023-03-01 00:00:57.832999936,429090027.0,1605.87,0.5,1.0,eth-usd
2023-03-01 00:00:57.832999936,429090028.0,1605.82,1.55682749,1.0,eth-usd
2023-03-01 00:00:57.868999936,429090029.0,1605.75,0.3,1.0,eth-usd
2023-03-01 00:00:57.868999936,429090030.0,1605.74,1.0,1.0,eth-usd
2023-03-01 00:00:58.064000000,429090031.0,1605.64,0.46706951,1.0,eth-usd
2023-03-01 00:00:58.064000000,429090032.0,1605.63,0.31135848,1.0,eth-usd
2023-03-01 00:00:58.092999936,429090033.0,1605.6,2.25402402,1.0,eth-usd
2023-03-01 00:00:58.092999936,429090034.0,1605.6,0.63656195,1.0,eth-usd
2023-03-01 00:00:58.092999936,429090035.0,1605.59,2.953,1.0,eth-usd
2023-03-01 00:00:58.092999936,429090036.0,1605.59,0.95690292,1.0,eth-usd
2023-03-01 00:00:58.471000064,429090037.0,1605.58,0.01251752,1.0,eth-usd
2023-03-01 00:00:59.376000000,429090038.0,1605.79,0.00145979,0.0,eth-usd
2023-03-01 00:00:59.872000000,429090039.0,1605.79,0.02961789,0.0,eth-usd
2023-03-01 00:01:01.900000000,429090040.0,1605.79,0.02585795,0.0,eth-usd
2023-03-01 00:01:01.900000000,429090041.0,1605.79,0.05699149,0.0,eth-usd
2023-03-01 00:01:01.900000000,429090042.0,1605.8,0.07599723,0.0,eth-usd
2023-03-01 00:01:01.953999872,429090043.0,1606.05,0.01146733,0.0,eth-usd
2023-03-01 00:01:02.648000000,429090044.0,1605.83,0.18681736,1.0,eth-usd
2023-03-01 00:01:02.648000000,429090045.0,1605.82,0.18681753,1.0,eth-usd
2023-03-01 00:01:02.648000000,429090046.0,1605.81,0.18543032,1.0,eth-usd
2023-03-01 00:01:02.752000000,429090047.0,1605.81,0.82224,1.0,eth-usd
2023-03-01 00:01:03.048999936,429090048.0,1605.81,1.24547,1.0,eth-usd
2023-03-01 00:01:03.062000128,429090049.0,1605.81,7.36e-06,1.0,eth-usd
2023-03-01 00:01:03.668000000,429090050.0,1605.72,1.07117285,1.0,eth-usd
2023-03-01 00:01:03.668000000,429090051.0,1605.71,1.24554823,1.0,eth-usd
2023-03-01 00:01:04.822000128,429090052.0,1605.62,0.00563593,1.0,eth-usd
2023-03-01 00:01:04.904999936,429090053.0,1605.62,1.07,1.0,eth-usd
2023-03-01 00:01:04.904999936,429090054.0,1605.61,0.18683745,1.0,eth-usd
2023-03-01 00:01:04.904999936,429090055.0,1605.6,0.31138975,1.0,eth-usd
2023-03-01 00:01:04.904999936,429090056.0,1605.6,0.1755497,1.0,eth-usd
2023-03-01 00:01:05.532999936,429090057.0,1605.56,0.62263,1.0,eth-usd
2023-03-01 00:01:05.660999936,429090058.0,1605.63,0.06014874,0.0,eth-usd
2023-03-01 00:01:08.971000064,429090059.0,1605.52,0.06382429,1.0,eth-usd
2023-03-01 00:01:09.239000064,429090060.0,1605.56,0.00476987,0.0,eth-usd
2023-03-01 00:01:09.739000064,429090061.0,1605.52,0.05,1.0,eth-usd
2023-03-01 00:01:09.936000000,429090062.0,1605.48,0.3,1.0,eth-usd
2023-03-01 00:01:10.601999872,429090063.0,1605.4,1.24579425,1.0,eth-usd
2023-03-01 00:01:10.686000128,429090064.0,1605.35,0.83756285,1.0,eth-usd
2023-03-01 00:01:10.686000128,429090065.0,1605.33,1.37964279,1.0,eth-usd
2023-03-01 00:01:10.704999936,429090066.0,1605.4,0.01256778,0.0,eth-usd
2023-03-01 00:01:10.740000000,429090067.0,1605.34,0.04931188,1.0,eth-usd
2023-03-01 00:01:11.529999872,429090068.0,1605.36,0.89,1.0,eth-usd
2023-03-01 00:01:11.700000000,429090069.0,1605.33,1.55730262,1.0,eth-usd
2023-03-01 00:01:12.139000064,429090070.0,1605.27,0.00704161,1.0,eth-usd
2023-03-01 00:01:12.828000000,429090071.0,1605.31,0.0016834,0.0,eth-usd
2023-03-01 00:01:13.008000000,429090072.0,1605.31,0.00215473,0.0,eth-usd
2023-03-01 00:01:13.424000000,429090073.0,1605.3,0.01517474,1.0,eth-usd
2023-03-01 00:01:14.676000000,429090074.0,1605.31,0.00336308,0.0,eth-usd
2023-03-01 00:01:15.030000128,429090075.0,1605.31,0.02077472,0.0,eth-usd
2023-03-01 00:01:16.015000064,429090076.0,1605.31,0.02974319,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090077.0,1605.31,0.00083612,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090078.0,1605.31,0.04959154,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090079.0,1605.32,0.09032457,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090080.0,1605.47,0.46718089,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090081.0,1605.48,0.18687255,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090082.0,1605.49,0.31145378,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090083.0,1605.5,0.24632075,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090084.0,1605.51,1.24571255,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090085.0,1605.51,1.57160684,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090086.0,1605.56,2.9307999,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090087.0,1605.57,7.32699966,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090088.0,1605.6,2.28389233,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090089.0,1605.61,1.24563359,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090090.0,1605.62,5.25864944,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090091.0,1605.65,1.35779115,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090092.0,1605.67,0.3,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090093.0,1605.68,0.3,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090094.0,1605.7,0.6227802,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090095.0,1605.7,1.59381805,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090096.0,1605.71,1.5569503,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090097.0,1605.76,1.22969083,0.0,eth-usd
2023-03-01 00:01:16.057999872,429090098.0,1605.77,0.89559373,0.0,eth-usd
2023-03-01 00:01:16.108000000,429090099.0,1605.67,0.01241975,0.0,eth-usd
2023-03-01 00:01:16.136000000,429090100.0,1605.65,6.22e-06,0.0,eth-usd
2023-03-01 00:01:16.551000064,429090101.0,1605.61,0.02309215,0.0,eth-usd
2023-03-01 00:01:17.956000000,429090102.0,1605.33,0.5,1.0,eth-usd
2023-03-01 00:01:17.960000000,429090103.0,1605.33,0.5,1.0,eth-usd
2023-03-01 00:01:17.960000000,429090104.0,1605.31,1.24586528,1.0,eth-usd
2023-03-01 00:01:17.960000000,429090105.0,1605.3,0.3,1.0,eth-usd
2023-03-01 00:01:17.960000000,429090106.0,1605.21,1.55742309,1.0,eth-usd
2023-03-01 00:01:17.960000000,429090107.0,1605.2,0.5,1.0,eth-usd
2023-03-01 00:01:17.960999936,429090108.0,1605.13,1.5910975,1.0,eth-usd
2023-03-01 00:01:17.972999936,429090109.0,1605.19,1.44390053,1.0,eth-usd
2023-03-01 00:01:17.972999936,429090110.0,1605.19,0.12764431,1.0,eth-usd
2023-03-01 00:01:17.988999936,429090111.0,1605.12,2.5065,1.0,eth-usd
2023-03-01 00:01:18.004000000,429090112.0,1605.12,1.44390053,1.0,eth-usd
2023-03-01 00:01:18.040999936,429090113.0,1605.15,0.023,1.0,eth-usd
2023-03-01 00:01:18.720999936,429090114.0,1605.03,0.023,1.0,eth-usd
2023-03-01 00:01:18.720999936,429090115.0,1605.02,0.007,1.0,eth-usd
2023-03-01 00:01:21.667000064,429090116.0,1605.13,0.0475272,1.0,eth-usd
2023-03-01 00:01:22.063000064,429090117.0,1605.14,0.06821,0.0,eth-usd
2023-03-01 00:01:22.065999872,429090118.0,1605.14,6.3e-07,0.0,eth-usd
2023-03-01 00:01:22.065999872,429090119.0,1605.15,0.08035772,0.0,eth-usd
2023-03-01 00:01:22.065999872,429090120.0,1605.3,1.24587684,0.0,eth-usd
2023-03-01 00:01:23.288000000,429090121.0,1605.36,0.0001605,0.0,eth-usd
2023-03-01 00:01:23.636000000,429090122.0,1605.27,0.18687898,1.0,eth-usd
2023-03-01 00:01:23.636000000,429090123.0,1605.27,0.02723922,1.0,eth-usd
2023-03-01 00:01:24.780999936,429090124.0,1605.33,0.06902043,0.0,eth-usd
2023-03-01 00:01:24.780999936,429090125.0,1605.34,0.07294488,0.0,eth-usd
2023-03-01 00:01:24.780999936,429090126.0,1605.38,1.24581259,0.0,eth-usd
2023-03-01 00:01:24.831000064,429090127.0,1605.43,1.24577216,0.0,eth-usd
2023-03-01 00:01:25.759000064,429090128.0,1605.46,0.05786741,1.0,eth-usd
2023-03-01 00:01:25.959000064,429090129.0,1605.51,0.08070569,0.0,eth-usd
2023-03-01 00:01:25.959000064,429090130.0,1605.52,0.06478452,0.0,eth-usd
2023-03-01 00:01:25.959000064,429090131.0,1605.57,0.15098136,0.0,eth-usd
2023-03-01 00:01:28.942000128,429090132.0,1605.57,0.05643479,0.0,eth-usd
2023-03-01 00:01:28.942000128,429090133.0,1605.58,0.05840803,0.0,eth-usd
2023-03-01 00:01:28.942000128,429090134.0,1605.65,0.0544511,0.0,eth-usd
2023-03-01 00:01:29.255000064,429090135.0,1605.63,0.18684778,0.0,eth-usd
2023-03-01 00:01:29.255000064,429090136.0,1605.64,0.15282575,0.0,eth-usd
2023-03-01 00:01:29.315000064,429090137.0,1605.63,0.08063992,0.0,eth-usd
2023-03-01 00:01:29.315000064,429090138.0,1605.64,0.06228619,0.0,eth-usd
2023-03-01 00:01:29.350000128,429090139.0,1605.64,0.01513076,0.0,eth-usd
2023-03-01 00:01:29.350000128,429090140.0,1605.65,0.12349961,0.0,eth-usd
2023-03-01 00:01:29.427000064,429090141.0,1605.65,0.15165478,0.0,eth-usd
2023-03-01 00:01:29.593999872,429090142.0,1605.65,0.68354407,0.0,eth-usd
2023-03-01 00:01:29.644000000,429090143.0,1605.65,0.09326868,0.0,eth-usd
2023-03-01 00:01:29.644000000,429090144.0,1605.65,0.21047177,0.0,eth-usd
2023-03-01 00:01:30.751000064,429090145.0,1605.57,0.04443486,1.0,eth-usd
2023-03-01 00:01:34.016000000,429090146.0,1605.6,0.00112414,1.0,eth-usd
2023-03-01 00:01:34.303000064,429090147.0,1605.6,0.00465246,1.0,eth-usd
2023-03-01 00:01:34.303000064,429090148.0,1605.55,1.24567905,1.0,eth-usd
2023-03-01 00:01:34.303000064,429090149.0,1605.51,0.18684834,1.0,eth-usd
2023-03-01 00:01:34.936000000,429090150.0,1605.5,0.0158853,0.0,eth-usd
2023-03-01 00:01:35.182000128,429090151.0,1605.5,0.03146566,0.0,eth-usd
2023-03-01 00:01:36.688999936,429090152.0,1605.5,0.00184912,0.0,eth-usd
