tradeindex,trades,buyamount,sellamount,tradeamount,timeinterval_minute,block_timestamp_time,block_height,exchange_fullname,basecurrency_symbol,quotecurrency_symbol,transaction_hash,transaction_gas,transaction_to_address,transaction_txfrom_address
15,1,2221.502371056483,2211.456708819108,2211.456708819108,2023-05-11 17:34:00,2023-05-11 17:34:35,17238614,Uniswap,DAI,ETH,0xf2f3843961295b7ea0ae0561c11904a88ee3faafbd6a5982478c019931f49800,1302922,0xbac78d552a79aa10863c4ec1b0ff9effa41f6fac,0x4af2a528e1d35f99ec4c514ca807a957449960d4
4,1,2656.7417972995,2651.6905163520305,2651.6905163520305,2023-05-11 14:53:00,2023-05-11 14:53:47,17237826,Uniswap,USDC,ETH,0xdc2a071383739a4c405d61f2cec2f06f945bef41d307dd16130e791257453faa,252757,0x00000000009726632680fb29d3f7a9734e3010e2,0x54dd6381181baa27bf1eb4d7743c4d10442b98de
4,1,2656.7417972995,2651.6905163520305,2651.6905163520305,2023-05-11 14:53:00,2023-05-11 14:53:47,17237826,Uniswap,ETH,USDC,0xdc2a071383739a4c405d61f2cec2f06f945bef41d307dd16130e791257453faa,252757,0x00000000009726632680fb29d3f7a9734e3010e2,0x54dd6381181baa27bf1eb4d7743c4d10442b98de
4,1,383.29983398437497,382.85225027579804,382.85225027579804,2023-05-11 11:52:00,2023-05-11 11:52:11,17236933,Uniswap,HEX,ETH,0x6576229eae5c23def7a6d328a91c69cd67799089c6887690c0c0ff794896d89a,183515,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc7180d14b1cd921460bb9cfc7a7767ed98af2c29
4,1,383.29983398437497,382.85225027579804,382.85225027579804,2023-05-11 11:52:00,2023-05-11 11:52:11,17236933,Uniswap,ETH,HEX,0x6576229eae5c23def7a6d328a91c69cd67799089c6887690c0c0ff794896d89a,183515,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc7180d14b1cd921460bb9cfc7a7767ed98af2c29
2,1,847.7990566086135,849.8637930858135,847.7990566086135,2023-05-11 10:04:00,2023-05-11 10:04:47,17236401,Uniswap,USDC,ETH,0x244cacf67590a87a435b8fae2c0f12bcd66899caf429ae83397e0af29792c436,78789,0x0000e0ca771e21bd00057f54a68c30d400000000,0x45f94c55cf07a598b7b4ec79e2131efd0a4ff397
2,1,847.7990566086135,849.8637930858135,847.7990566086135,2023-05-11 10:04:00,2023-05-11 10:04:47,17236401,Uniswap,ETH,USDC,0x244cacf67590a87a435b8fae2c0f12bcd66899caf429ae83397e0af29792c436,78789,0x0000e0ca771e21bd00057f54a68c30d400000000,0x45f94c55cf07a598b7b4ec79e2131efd0a4ff397
16,1,704.5452995537688,647.0751745395147,647.0751745395147,2023-05-11 09:58:00,2023-05-11 09:58:11,17236368,Uniswap,ETH,HEX,0xa4ec32a3c0b9d97ad349eb09d01beff9d9dccdf29755889e4b89fd4b24beb565,253481,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
16,1,704.5452995537688,647.0751745395147,647.0751745395147,2023-05-11 09:58:00,2023-05-11 09:58:11,17236368,Uniswap,HEX,ETH,0xa4ec32a3c0b9d97ad349eb09d01beff9d9dccdf29755889e4b89fd4b24beb565,253481,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
6,1,606.8081130472118,606.0950132517634,606.0950132517634,2023-05-11 09:17:00,2023-05-11 09:17:11,17236165,Uniswap,HEX,ETH,0x426549dabc3d5b3afbb62c14fc64aff7b8e8843f5a0306b9f1fc96abca82a168,133203,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0x65fb9db5fc926eb22ac5ae86e74242e0df44718c
6,1,606.8081130472118,606.0950132517634,606.0950132517634,2023-05-11 09:17:00,2023-05-11 09:17:11,17236165,Uniswap,ETH,HEX,0x426549dabc3d5b3afbb62c14fc64aff7b8e8843f5a0306b9f1fc96abca82a168,133203,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0x65fb9db5fc926eb22ac5ae86e74242e0df44718c
2,1,181.63668872070312,182.00749321600563,181.63668872070312,2023-05-11 07:12:00,2023-05-11 07:12:35,17235549,Uniswap,CVC,ETH,0xb7821b339034782291ca5388217b94c2fc21e885e97e157a73a478c95e24a2be,169045,0x881d40237659c251811cec9c364ef91dc08d300c,0xa5685145a2fe167337f6e77ac44bd81452d77774
2,1,181.63668872070312,182.00749321600563,181.63668872070312,2023-05-11 07:12:00,2023-05-11 07:12:35,17235549,Uniswap,ETH,CVC,0xb7821b339034782291ca5388217b94c2fc21e885e97e157a73a478c95e24a2be,169045,0x881d40237659c251811cec9c364ef91dc08d300c,0xa5685145a2fe167337f6e77ac44bd81452d77774
11,1,531.9242505513515,483.91452971554946,483.91452971554946,2023-05-11 04:54:00,2023-05-11 04:54:59,17234871,Uniswap,HEX,ETH,0x157e718e9e94b85dac932d3020a4e741777d1b45310a2b068706c00158938ef5,497829,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
11,1,531.9242505513515,483.91452971554946,483.91452971554946,2023-05-11 04:54:00,2023-05-11 04:54:59,17234871,Uniswap,ETH,HEX,0x157e718e9e94b85dac932d3020a4e741777d1b45310a2b068706c00158938ef5,497829,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
12,1,531.9242505510292,519.1306470588821,519.1306470588821,2023-05-11 04:36:00,2023-05-11 04:36:59,17234782,Uniswap,HEX,ETH,0x1bcd49c47809355fdceedc63866811650aaec2d264a6aa84c4df02fca147a8d9,326341,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
12,1,531.9242505510292,519.1306470588821,519.1306470588821,2023-05-11 04:36:00,2023-05-11 04:36:59,17234782,Uniswap,ETH,HEX,0x1bcd49c47809355fdceedc63866811650aaec2d264a6aa84c4df02fca147a8d9,326341,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,299.56130687692047,309.3264579572765,299.56130687692047,2023-05-11 04:07:00,2023-05-11 04:07:11,17234634,Uniswap,HEX,ETH,0x9a8c78dfa8d4ef065dd30771cacf0c8f4a25912e90c7f46e143d438d166bde74,228437,0xe66b31678d6c16e9ebf358268a790b763c133750,0x34a5e80451abdaacd7f3a94278b43a62f3234a29
4,1,299.56130687692047,309.3264579572765,299.56130687692047,2023-05-11 04:07:00,2023-05-11 04:07:11,17234634,Uniswap,ETH,HEX,0x9a8c78dfa8d4ef065dd30771cacf0c8f4a25912e90c7f46e143d438d166bde74,228437,0xe66b31678d6c16e9ebf358268a790b763c133750,0x34a5e80451abdaacd7f3a94278b43a62f3234a29
3,1,275.7835704815302,274.59304677189044,274.59304677189044,2023-05-11 02:36:00,2023-05-11 02:36:23,17234185,Uniswap,ETH,USDC,0x04cdb94f79e440bcf3761726058f73e26416f936afdb07a5087c35b7b113806c,240040,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x12ca472d350fedf27d4fb344caf9c3cc71da6bab
3,1,275.7835704815302,274.59304677189044,274.59304677189044,2023-05-11 02:36:00,2023-05-11 02:36:23,17234185,Uniswap,USDC,ETH,0x04cdb94f79e440bcf3761726058f73e26416f936afdb07a5087c35b7b113806c,240040,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x12ca472d350fedf27d4fb344caf9c3cc71da6bab
7,1,663.9184139697263,553.2174027478031,553.2174027478031,2023-05-11 01:26:00,2023-05-11 01:26:23,17233842,Uniswap,HEX,ETH,0x81e706d725fbdd2260e2084943ba33c94c42563878dda34d9ea10ff972df9cbf,131207,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
7,1,663.9184139697263,553.2174027478031,553.2174027478031,2023-05-11 01:26:00,2023-05-11 01:26:23,17233842,Uniswap,ETH,HEX,0x81e706d725fbdd2260e2084943ba33c94c42563878dda34d9ea10ff972df9cbf,131207,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
2,1,348.1499355802566,347.71234300062395,347.71234300062395,2023-05-11 01:03:00,2023-05-11 01:03:47,17233730,Uniswap,USDC,ETH,0x1657032b13337cfbb072a156fcc6c67f7258129e5323f1a179d5ad8b973404f3,219234,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa40c08732ea74411e404bb108043ccf2992fbf87
2,1,348.1499355802566,347.71234300062395,347.71234300062395,2023-05-11 01:03:00,2023-05-11 01:03:47,17233730,Uniswap,ETH,USDC,0x1657032b13337cfbb072a156fcc6c67f7258129e5323f1a179d5ad8b973404f3,219234,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa40c08732ea74411e404bb108043ccf2992fbf87
2,1,417.1454984495447,417.62830905958674,417.1454984495447,2023-05-11 01:03:00,2023-05-11 01:03:11,17233727,Uniswap,USDC,ETH,0x8e4a95ec9ad73f642813dd86f6ec06acc9c2d2f887834d3ede85f01de627e4b0,253409,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa40c08732ea74411e404bb108043ccf2992fbf87
2,1,417.1454984495447,417.62830905958674,417.1454984495447,2023-05-11 01:03:00,2023-05-11 01:03:11,17233727,Uniswap,ETH,USDC,0x8e4a95ec9ad73f642813dd86f6ec06acc9c2d2f887834d3ede85f01de627e4b0,253409,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa40c08732ea74411e404bb108043ccf2992fbf87
7,1,567.1321600675583,507.5758290379368,507.5758290379368,2023-05-11 01:02:00,2023-05-11 01:02:35,17233724,Uniswap,ETH,HEX,0x651c770648f08cb218035e30b666f485e06b1a872efabf910be96126f44f444c,197393,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x0a156e21aa7e124ac7837326863e93932276f93f
7,1,567.1321600675583,507.5758290379368,507.5758290379368,2023-05-11 01:02:00,2023-05-11 01:02:35,17233724,Uniswap,HEX,ETH,0x651c770648f08cb218035e30b666f485e06b1a872efabf910be96126f44f444c,197393,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x0a156e21aa7e124ac7837326863e93932276f93f
6,1,507.5758290379368,503.56871352093674,503.56871352093674,2023-05-11 01:02:00,2023-05-11 01:02:35,17233724,Uniswap,ETH,DAI,0x651c770648f08cb218035e30b666f485e06b1a872efabf910be96126f44f444c,197393,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x0a156e21aa7e124ac7837326863e93932276f93f
6,1,507.5758290379368,503.56871352093674,503.56871352093674,2023-05-11 01:02:00,2023-05-11 01:02:35,17233724,Uniswap,DAI,ETH,0x651c770648f08cb218035e30b666f485e06b1a872efabf910be96126f44f444c,197393,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x0a156e21aa7e124ac7837326863e93932276f93f
14,1,358.5529513657093,485.69176594546417,358.5529513657093,2023-05-11 00:58:00,2023-05-11 00:58:11,17233702,Uniswap,HEX,ETH,0x65c90d99e878f472e8c2ae770f8c9a92440ca079bc5513da044591274753b75b,382817,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x669a7e45136f1db0769f4ad10837276399b3ee0a
14,1,358.5529513657093,485.69176594546417,358.5529513657093,2023-05-11 00:58:00,2023-05-11 00:58:11,17233702,Uniswap,ETH,HEX,0x65c90d99e878f472e8c2ae770f8c9a92440ca079bc5513da044591274753b75b,382817,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x669a7e45136f1db0769f4ad10837276399b3ee0a
4,1,441.80995914459237,438.0966683269927,438.0966683269927,2023-05-11 00:34:00,2023-05-11 00:34:23,17233583,Uniswap,ETH,DAI,0x64e560a393a0e918b1ee5b9729081a4ef9a8fa60aa24accc9dfee933dc01c835,160906,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,441.80995914459237,438.0966683269927,438.0966683269927,2023-05-11 00:34:00,2023-05-11 00:34:23,17233583,Uniswap,DAI,ETH,0x64e560a393a0e918b1ee5b9729081a4ef9a8fa60aa24accc9dfee933dc01c835,160906,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,553.9359715025904,408.2835908578754,408.2835908578754,2023-05-11 00:24:00,2023-05-11 00:24:35,17233535,Uniswap,HEX,ETH,0xb48acb39d871bd8d5404c5ef64df361eb55ac81401a340bffac05fa3a4de0079,135087,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,553.9359715025904,408.2835908578754,408.2835908578754,2023-05-11 00:24:00,2023-05-11 00:24:35,17233535,Uniswap,ETH,HEX,0xb48acb39d871bd8d5404c5ef64df361eb55ac81401a340bffac05fa3a4de0079,135087,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
2,1,201.5606519799875,200.43579312757706,200.43579312757706,2023-05-11 00:22:00,2023-05-11 00:22:47,17233526,Uniswap,DAI,ETH,0x2ae3adf79d0e739dce29952daf37de3663df291fa74d2a16a83aa2f6cae73f6f,205081,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa60eb4f31296c60e689e9234426ab0a31c3254bb
2,1,201.5606519799875,200.43579312757706,200.43579312757706,2023-05-11 00:22:00,2023-05-11 00:22:47,17233526,Uniswap,ETH,DAI,0x2ae3adf79d0e739dce29952daf37de3663df291fa74d2a16a83aa2f6cae73f6f,205081,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0xa60eb4f31296c60e689e9234426ab0a31c3254bb
14,1,280.2119061091658,217.8993699123909,217.8993699123909,2023-05-11 00:20:00,2023-05-11 00:20:23,17233514,Uniswap,ETH,HEX,0xe123c38fbecd90431355a213c5c4de4850ecc02db193d4467db0573de3f14d1f,358696,0xe66b31678d6c16e9ebf358268a790b763c133750,0x54fcd93e57af8a1a0581fcb884db14aa34027380
14,1,280.2119061091658,217.8993699123909,217.8993699123909,2023-05-11 00:20:00,2023-05-11 00:20:23,17233514,Uniswap,HEX,ETH,0xe123c38fbecd90431355a213c5c4de4850ecc02db193d4467db0573de3f14d1f,358696,0xe66b31678d6c16e9ebf358268a790b763c133750,0x54fcd93e57af8a1a0581fcb884db14aa34027380
7,1,1060.513048058613,1064.1458181722683,1060.513048058613,2023-05-11 00:02:00,2023-05-11 00:02:11,17233424,Uniswap,ETH,DAI,0x137ca7e1ebc6140f9c9fa2bbce89e0a6fa1a582360e5565e8c13f04ec1ded5b1,172725,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xb19c265d240326578eeb346189ebd96ae84949a9
7,1,1060.513048058613,1064.1458181722683,1060.513048058613,2023-05-11 00:02:00,2023-05-11 00:02:11,17233424,Uniswap,DAI,ETH,0x137ca7e1ebc6140f9c9fa2bbce89e0a6fa1a582360e5565e8c13f04ec1ded5b1,172725,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xb19c265d240326578eeb346189ebd96ae84949a9
4,1,988.2420713709105,837.3815954296003,837.3815954296003,2023-05-11 00:02:00,2023-05-11 00:02:11,17233424,Uniswap,HEX,ETH,0x137ca7e1ebc6140f9c9fa2bbce89e0a6fa1a582360e5565e8c13f04ec1ded5b1,172725,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xb19c265d240326578eeb346189ebd96ae84949a9
4,1,988.2420713709105,837.3815954296003,837.3815954296003,2023-05-11 00:02:00,2023-05-11 00:02:11,17233424,Uniswap,ETH,HEX,0x137ca7e1ebc6140f9c9fa2bbce89e0a6fa1a582360e5565e8c13f04ec1ded5b1,172725,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xb19c265d240326578eeb346189ebd96ae84949a9
3,1,535.0295031738282,505.78807611860407,505.78807611860407,2023-05-10 23:48:00,2023-05-10 23:48:35,17233357,Uniswap,HEX,ETH,0x1c71561637091e882c66b0c7790097731f36890e0b5d38c68ce54f37c1b40341,117863,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
3,1,535.0295031738282,505.78807611860407,505.78807611860407,2023-05-10 23:48:00,2023-05-10 23:48:35,17233357,Uniswap,ETH,HEX,0x1c71561637091e882c66b0c7790097731f36890e0b5d38c68ce54f37c1b40341,117863,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
4,1,699.8225730428983,698.9667311500815,698.9667311500815,2023-05-10 23:17:00,2023-05-10 23:17:23,17233204,Uniswap,USDC,ETH,0xd5b8c5a51b3890baa6b89666c1b07e94d73162670b3e4939c332f3c64444ba13,259762,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x67beb3dd509b88b706dc5a9f03f50006410b088b
4,1,699.8225730428983,698.9667311500815,698.9667311500815,2023-05-10 23:17:00,2023-05-10 23:17:23,17233204,Uniswap,ETH,USDC,0xd5b8c5a51b3890baa6b89666c1b07e94d73162670b3e4939c332f3c64444ba13,259762,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x67beb3dd509b88b706dc5a9f03f50006410b088b
10,1,2486.004276738181,2477.536866315608,2477.536866315608,2023-05-10 19:42:00,2023-05-10 19:42:11,17232136,Uniswap,ETH,USDC,0xdc60b5b5ede35d7274c5e6544942f1633d7928e4086cfaefd86dfa46716ea6fb,212125,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
10,1,2486.004276738181,2477.536866315608,2477.536866315608,2023-05-10 19:42:00,2023-05-10 19:42:11,17232136,Uniswap,USDC,ETH,0xdc60b5b5ede35d7274c5e6544942f1633d7928e4086cfaefd86dfa46716ea6fb,212125,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
9,1,180.696205233018,0.0,180.696205233018,2023-05-10 19:14:00,2023-05-10 19:14:35,17232000,Uniswap,ETH,BOOM,0x57b0f0d213e617348348b455f959c4dbd7589254609bec86f3ceb6cc8e1548a9,379893,0xe66b31678d6c16e9ebf358268a790b763c133750,0x450b220b0843df655578f0c453ac5d62d4371932
9,1,180.696205233018,0.0,180.696205233018,2023-05-10 19:14:00,2023-05-10 19:14:35,17232000,Uniswap,BOOM,ETH,0x57b0f0d213e617348348b455f959c4dbd7589254609bec86f3ceb6cc8e1548a9,379893,0xe66b31678d6c16e9ebf358268a790b763c133750,0x450b220b0843df655578f0c453ac5d62d4371932
10,1,179.5874758269473,180.696205233018,179.5874758269473,2023-05-10 19:14:00,2023-05-10 19:14:35,17232000,Uniswap,DAI,ETH,0x57b0f0d213e617348348b455f959c4dbd7589254609bec86f3ceb6cc8e1548a9,379893,0xe66b31678d6c16e9ebf358268a790b763c133750,0x450b220b0843df655578f0c453ac5d62d4371932
10,1,179.5874758269473,180.696205233018,179.5874758269473,2023-05-10 19:14:00,2023-05-10 19:14:35,17232000,Uniswap,ETH,DAI,0x57b0f0d213e617348348b455f959c4dbd7589254609bec86f3ceb6cc8e1548a9,379893,0xe66b31678d6c16e9ebf358268a790b763c133750,0x450b220b0843df655578f0c453ac5d62d4371932
3,1,1000.4158020019531,1002.6889111325587,1000.4158020019531,2023-05-10 18:39:00,2023-05-10 18:39:47,17231829,Uniswap,USDC,ETH,0x337bb1363f12844976b96cc75353ac6b70bdcf6949deb06e5e973c26850998d4,244804,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xcb2368531f4a81079aa2961e2a30fdc8b0d1058c
3,1,1000.4158020019531,1002.6889111325587,1000.4158020019531,2023-05-10 18:39:00,2023-05-10 18:39:47,17231829,Uniswap,ETH,USDC,0x337bb1363f12844976b96cc75353ac6b70bdcf6949deb06e5e973c26850998d4,244804,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xcb2368531f4a81079aa2961e2a30fdc8b0d1058c
4,1,721.2259996808024,750.99462375063,721.2259996808024,2023-05-10 17:43:00,2023-05-10 17:43:59,17231554,Uniswap,ETH,AST,0x7102c940b8a7529b3d66c5bfe677ece1f96777596cc170018cbbb2ccbf46df57,140493,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,721.2259996808024,750.99462375063,721.2259996808024,2023-05-10 17:43:00,2023-05-10 17:43:59,17231554,Uniswap,AST,ETH,0x7102c940b8a7529b3d66c5bfe677ece1f96777596cc170018cbbb2ccbf46df57,140493,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,5064.7634638652435,4958.101134992223,4958.101134992223,2023-05-10 17:23:00,2023-05-10 17:23:35,17231452,Uniswap,USDC,ETH,0x60d2f8828d0951a505dfea504177a19e4db69a1007518ec5842770f522249111,141688,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
4,1,5064.7634638652435,4958.101134992223,4958.101134992223,2023-05-10 17:23:00,2023-05-10 17:23:35,17231452,Uniswap,ETH,USDC,0x60d2f8828d0951a505dfea504177a19e4db69a1007518ec5842770f522249111,141688,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
8,1,3838.783589047194,3777.9064425489455,3777.9064425489455,2023-05-10 17:21:00,2023-05-10 17:21:11,17231440,Uniswap,DAI,ETH,0x0c236702a8189f626af1d51955a7d7a06483ecc9cd5e68a69ca74b9edc564664,250439,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
8,1,3838.783589047194,3777.9064425489455,3777.9064425489455,2023-05-10 17:21:00,2023-05-10 17:21:11,17231440,Uniswap,ETH,DAI,0x0c236702a8189f626af1d51955a7d7a06483ecc9cd5e68a69ca74b9edc564664,250439,0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2
3,1,500.0932812690735,501.0242229139277,500.0932812690735,2023-05-10 16:27:00,2023-05-10 16:27:35,17231175,Uniswap,ETH,USDC,0xb327c31c0f30820ba7a31b248fd9cca63a04f86f70f9c5b5d9936cc005458153,141117,0x76f4eed9fe41262669d0250b2a97db79712ad855,0x068c03f070bb8b8130c23106ee04dc982661e0ea
3,1,500.0932812690735,501.0242229139277,500.0932812690735,2023-05-10 16:27:00,2023-05-10 16:27:35,17231175,Uniswap,USDC,ETH,0xb327c31c0f30820ba7a31b248fd9cca63a04f86f70f9c5b5d9936cc005458153,141117,0x76f4eed9fe41262669d0250b2a97db79712ad855,0x068c03f070bb8b8130c23106ee04dc982661e0ea
2,1,1678.6496928297938,1680.1435278503723,1678.6496928297938,2023-05-10 14:08:00,2023-05-10 14:08:11,17230499,Uniswap,DAI,ETH,0x2f0bfbcf6e34d4960e26c096847d58a7f6eaff1f018f497392d2affa86ce88f2,247276,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
2,1,1678.6496928297938,1680.1435278503723,1678.6496928297938,2023-05-10 14:08:00,2023-05-10 14:08:11,17230499,Uniswap,ETH,DAI,0x2f0bfbcf6e34d4960e26c096847d58a7f6eaff1f018f497392d2affa86ce88f2,247276,0xe4000004000bd8006e00720000d27d1fa000d43e,0xa06c3c08a19e51b33309eddfb356c33ead8517a3
