"balance";"duration";"age";"job";"marital";"education";"poutcome";"total_loan";"campaign";"pdays";"previous";"y"
-0.47380263627114183;-0.8644805812178118;0.0;6.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.46897811147762664;-0.7291620441655337;0.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.44063402831572507;-0.5333820331111738;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46897811147762664;-0.8788761702659265;1.0;6.0;0.0;3.0;0.0;2.0;1;-1;0;"no"
-0.4623443898865433;-0.8846344058851724;0.0;6.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4623443898865433;-0.8846344058851724;0.0;6.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46355052108492206;-0.8443267565504512;1.0;0.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46355052108492206;-0.8443267565504512;1.0;0.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
0.045135311831332965;-0.7809861647387466;1.0;6.0;2.0;3.0;0.0;1.0;1;-1;0;"no"
-0.45359993869829707;-1.0343485319855652;0.0;5.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
0.1723821532602954;-0.5938435071132555;1.0;3.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3553002460304256;-0.4642832056802233;0.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4168129371477439;-0.806898225025353;1.0;5.0;1.0;0.0;0.0;3.0;1;-1;0;"no"
-0.37912133719840674;0.6700892113112147;0.0;8.0;0.0;3.0;0.0;1.0;2;-1;0;"no"
-0.4159083387489598;-0.9681288223642376;1.0;0.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.48134095626100926;-0.25986584119699463;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.48134095626100926;-0.25986584119699463;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.40294242836638783;-0.06120671233301184;1.0;7.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4388248315181569;0.9320889319869021;1.0;1.0;2.0;3.0;0.0;1.0;1;-1;0;"no"
-0.339922073251096;-0.9450958798872541;1.0;2.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3860565915890848;-0.709008219498173;0.0;5.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3414297372490695;-0.4383711453936168;0.0;8.0;0.0;1.0;0.0;1.0;3;-1;0;"no"
-0.43942789711734626;-0.524744679682305;0.0;2.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.05075211843978091;-0.5880852714940097;2.0;0.0;0.0;0.0;0.0;1.0;5;-1;0;"no"
-0.45993212748978574;-0.7003708660693043;1.0;4.0;2.0;1.0;0.0;1.0;4;-1;0;"no"
-0.16081159029184558;-0.668700570163452;1.0;2.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.46355052108492206;0.35914448787193726;1.0;6.0;2.0;3.0;0.0;2.0;2;-1;0;"no"
-0.46897811147762664;-0.5276237974919279;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.3553002460304256;-0.806898225025353;1.0;2.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.38967498518422117;-0.08136053700037241;1.0;0.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.21538902701848586;-0.6341511564479767;1.0;5.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4216374619412591;-0.9335794086487623;0.0;8.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.45510760269627054;-0.5276237974919279;1.0;2.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
2.1634032289840843;-0.6600632167345831;0.0;5.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4686765786780319;-0.8702388168370577;1.0;2.0;2.0;1.0;0.0;2.0;1;-1;0;"no"
-0.42646198673477426;0.13169418091172508;1.0;5.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.47651643146749406;0.5693200879744118;1.0;2.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.47651643146749406;0.5693200879744118;1.0;2.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.47651643146749406;0.5693200879744118;1.0;2.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4487754139047819;-0.8299311675023365;0.0;2.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46897811147762664;-0.383667907010781;1.0;7.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.40022863317003554;-0.6974917482596813;1.0;2.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.38756425558705826;-0.6312720386383538;0.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.4722949722731683;-0.7665905756906318;2.0;4.0;1.0;1.0;0.0;2.0;1;-1;0;"no"
-0.46897811147762664;-0.33472290424719103;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.15417786870076222;-0.9652497045546147;1.0;4.0;2.0;3.0;0.0;1.0;1;-1;0;"no"
-0.26755420134836855;-0.2742614302451093;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.12915064633440232;-0.9537332333161229;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.46897811147762664;0.26989183577362613;1.0;0.0;1.0;2.0;0.0;2.0;1;-1;0;"no"
-0.4888792762508767;-0.25986584119699463;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.45631373389464935;-0.4383711453936168;1.0;4.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.45631373389464935;-0.4383711453936168;1.0;4.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.46626431628127435;-0.08423965480999535;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.5687854681434716;0.43975978654137954;2.0;3.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.45691679949383873;-0.6283929208287308;1.0;2.0;2.0;3.0;0.0;3.0;2;-1;0;"no"
-0.16412845108738724;-0.6974917482596813;0.0;4.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.24463770857917155;-0.6370302742575996;1.0;0.0;2.0;0.0;0.0;2.0;1;-1;0;"no"
-0.44395088911126673;-0.19652524938528995;0.0;2.0;1.0;1.0;0.0;0.0;1;-1;0;"no"
-0.3127841212875732;-0.5189864440630592;1.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
0.7000645525510164;-0.6715796879730749;1.0;0.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.326956162868524;-0.6255138030191079;1.0;6.0;1.0;2.0;0.0;1.0;2;-1;0;"no"
-0.42947731473072126;-0.6485467454960914;0.0;2.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4101792155566606;-0.573689682445895;2.0;3.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.4638520538845168;-0.07560230138112653;1.0;0.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3610293692227249;0.03380417538454515;0.0;6.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
0.3994363513551028;-0.6715796879730749;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.349872655637721;-0.39518437824927277;0.0;2.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.44334782351207735;-0.33472290424719103;0.0;6.0;2.0;0.0;0.0;2.0;3;-1;0;"no"
-0.3966102395748992;-0.38078878920115805;0.0;4.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46897811147762664;-0.24547025214887994;1.0;5.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.46897811147762664;-0.24547025214887994;1.0;5.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4083700187590924;-0.8241729318830907;1.0;6.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4686765786780319;-0.3404811398664369;1.0;9.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.45601220109505464;-0.3174481973894534;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.3516818524352892;-0.33472290424719103;1.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3516818524352892;-0.33472290424719103;1.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.44123709391491445;-0.45276673444173154;1.0;0.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.35680791002839907;-0.709008219498173;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.2859477021236451;-0.8040191072157301;1.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.3709799516093499;-0.35775584672417454;1.0;4.0;1.0;2.0;0.0;1.0;2;-1;0;"no"
-0.3709799516093499;-0.35775584672417454;1.0;4.0;1.0;2.0;0.0;1.0;2;-1;0;"no"
-0.22564114220470557;-0.48155791253796093;2.0;4.0;2.0;3.0;0.0;1.0;2;-1;0;"no"
-0.42555738833599016;-0.616876449590239;0.0;0.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
1.6176288617176815;0.07987006033851217;1.0;10.0;1.0;0.0;0.0;1.0;3;-1;0;"no"
-0.22775187180186848;-0.8155355784542219;0.0;9.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
-0.34203280284825893;-0.4671623234898462;1.0;4.0;1.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4219389947408538;-0.7521949866425172;1.0;4.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.4629474554857327;-0.7320411619751566;1.0;2.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.6058740024936194;-0.1619758356698147;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.46897811147762664;-0.8875135236947953;1.0;0.0;2.0;0.0;0.0;2.0;2;-1;0;"no"
-0.41319454355260754;-0.6830961592115666;0.0;8.0;0.0;0.0;0.0;1.0;3;-1;0;"no"
-0.41349607635220226;-0.7205246907366648;0.0;6.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.42465278993720607;0.10866123843474157;0.0;5.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
-0.46807351307884254;-0.5880852714940097;0.0;5.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.13457823672710686;-0.570810564636272;2.0;6.0;1.0;1.0;0.0;0.0;1;-1;0;"no"
-0.44033249551613035;-0.7953817537868613;0.0;4.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.556422623360089;-0.7205246907366648;0.0;6.0;1.0;1.0;0.0;0.0;1;-1;0;"no"
-0.20604151023105025;-0.7867444003579924;0.0;0.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.32122703967622473;0.28428742482174085;1.0;0.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.42465278993720607;-0.012261709569421872;0.0;5.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.5280785401981873;-0.4930743837764527;0.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.36585389401624;-0.6802170414019437;0.0;6.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.41922519954450155;-0.7694696935002548;0.0;3.0;2.0;1.0;0.0;2.0;1;-1;0;"no"
-0.3441435324454218;-0.7118873373077961;0.0;11.0;0.0;3.0;0.0;1.0;1;-1;0;"no"
-0.39872096917206207;-0.5333820331111738;0.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.3758044764028651;-0.242591134339257;0.0;6.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.3046427356985164;-0.3404811398664369;1.0;2.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
0.16424076767123857;-0.616876449590239;1.0;2.0;2.0;1.0;0.0;0.0;2;-1;0;"no"
0.16424076767123857;-0.616876449590239;1.0;2.0;2.0;1.0;0.0;0.0;2;-1;0;"no"
-0.46897811147762664;0.028045939765299274;0.0;6.0;0.0;1.0;0.0;1.0;7;-1;0;"no"
-0.3553002460304256;-0.45276673444173154;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.446664684307619;-0.6571840989249602;0.0;7.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
17.183958107994357;-0.6744588057826978;1.0;2.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4557106682954599;-0.42397555634550216;0.0;2.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.42857271633193716;-0.8932717593140412;0.0;0.0;0.0;0.0;0.0;0.0;3;-1;0;"no"
0.09036523177053762;-0.6917335126404355;0.0;5.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.42465278993720607;-0.006503473950175994;0.0;0.0;2.0;1.0;0.0;0.0;2;-1;0;"no"
-0.2747909885386413;-1.0343485319855652;1.0;5.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4370156347205887;-0.9278211730295165;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.2570005533625542;-0.7176455729270419;0.0;6.0;0.0;1.0;0.0;1.0;5;-1;0;"no"
-0.38816732118624764;0.39657301939703543;2.0;3.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.45631373389464935;0.022287704146053394;2.0;3.0;2.0;1.0;0.0;0.0;2;-1;0;"no"
0.04845217262687464;0.05107888224228278;0.0;7.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.33750981085433845;-0.9508541155065;0.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.37459834520448626;-0.6744588057826978;0.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.45058461070235006;-0.337602022056814;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.3007228093037853;0.30732036729872436;1.0;4.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3999271003704409;-0.7925026359772384;0.0;4.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.20754917422902372;0.2958038960602326;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.07397014400857263;-0.6514258633057143;2.0;4.0;1.0;1.0;0.0;2.0;2;-1;0;"no"
-0.36072783642313017;-0.012261709569421872;1.0;2.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4677719802792479;-0.3318437864375681;1.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.523555548204267;-0.8184146962638448;1.0;5.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
5.084574913177014E-4;-0.3318437864375681;1.0;4.0;2.0;1.0;0.0;1.0;6;-1;0;"no"
-0.37158301720853926;-0.7781070469291236;1.0;4.0;2.0;2.0;0.0;1.0;6;-1;0;"no"
-0.5205402202083199;0.18063918367531503;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.4472677499068084;1.1105942361835244;1.0;0.0;2.0;0.0;0.0;1.0;3;-1;0;"no"
-0.45148920910113416;-0.7637114578810089;1.0;1.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.34957112283812636;0.05107888224228278;1.0;6.0;1.0;1.0;0.0;0.0;4;-1;0;"no"
-0.4346033723238311;-0.8040191072157301;1.0;6.0;0.0;2.0;0.0;1.0;2;-1;0;"no"
-0.44606161870842964;-0.383667907010781;1.0;4.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4288742491315318;-0.3606349645337975;1.0;5.0;2.0;3.0;0.0;1.0;8;-1;0;"no"
-0.4252558555363955;-0.6370302742575996;1.0;5.0;2.0;2.0;0.0;1.0;6;-1;0;"no"
-0.4252558555363955;-0.6370302742575996;1.0;5.0;2.0;2.0;0.0;1.0;6;-1;0;"no"
-0.4861654810545244;-0.760832340071386;1.0;4.0;1.0;2.0;0.0;1.0;3;-1;0;"no"
-0.5374260569856231;-0.6255138030191079;1.0;2.0;0.0;1.0;0.0;1.0;3;-1;0;"no"
-0.43098497872869473;-0.3750305535819122;0.0;4.0;1.0;1.0;0.0;1.0;3;-1;0;"no"
0.29299527309817447;-0.2944152549124699;1.0;2.0;0.0;1.0;0.0;1.0;4;-1;0;"no"
-0.15387633590116753;-0.6600632167345831;1.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.3562048444292097;1.6288354419156534;0.0;4.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.3562048444292097;1.6288354419156534;0.0;4.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.4982267930383123;0.08562829595775805;1.0;5.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.43128651152828945;-0.6802170414019437;1.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4400309627165357;-0.9997991182700899;0.0;6.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.5310938681941344;-0.5794479180651408;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4517907419007289;-0.9134255839814017;1.0;0.0;2.0;2.0;0.0;0.0;1;-1;0;"no"
0.0933805597664846;0.005012997288315762;1.0;4.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.45420300429748645;0.07699094252888923;0.0;4.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.46747044747965316;-0.7032499838789272;0.0;4.0;0.0;1.0;0.0;0.0;1;-1;0;"no"
-0.4493784795039713;-0.9278211730295165;1.0;0.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.400831698769225;0.11441947405398745;1.0;3.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.29348602211351255;-0.812656460644599;1.0;7.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
1.310970004529874;-0.5305029153015509;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.35107878683609983;-0.7925026359772384;0.0;5.0;0.0;3.0;0.0;1.0;3;-1;0;"no"
-0.34926959003853164;-0.8212938140734677;1.0;6.0;2.0;1.0;0.0;2.0;1;-1;0;"no"
-0.1963924606440199;0.278529189202495;1.0;0.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.1963924606440199;0.278529189202495;1.0;0.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.358918639625562;-0.35199761110492866;0.0;5.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
0.1304690941166324;-0.48155791253796093;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.45993212748978574;-0.03529465204640538;1.0;4.0;2.0;1.0;0.0;2.0;2;-1;0;"no"
-0.32243317087460355;-0.570810564636272;0.0;4.0;2.0;3.0;0.0;1.0;1;-1;0;"no"
-0.36615542681583474;-0.5276237974919279;0.0;4.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.23921011818646698;-0.25986584119699463;1.0;2.0;0.0;1.0;0.0;1.0;1;-1;0;"no"
-0.459630594690191;-0.8817552880755495;0.0;5.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.644168668042146;-0.46140408787060033;1.0;7.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.5711977305402292;0.030925057574922213;0.0;4.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4511876763015395;-0.1850087781467982;0.0;0.0;2.0;0.0;0.0;1.0;3;-1;0;"no"
-0.10050503037290603;-1.0084364716989587;1.0;0.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.34655579484217935;-0.9997991182700899;0.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.5322999993925132;-1.0285902963663194;1.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4686765786780319;-0.7953817537868613;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.28263084132810345;-1.0602605922721717;2.0;1.0;2.0;3.0;0.0;1.0;7;-1;0;"no"
-0.3305745564636604;-0.5074699728245674;0.0;6.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4614397914877592;-1.0228320607470733;0.0;4.0;2.0;1.0;0.0;1.0;5;-1;0;"no"
-0.32213163807500883;0.18351830148493797;0.0;0.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.5220478842062934;-0.2972943727220928;2.0;4.0;1.0;2.0;0.0;1.0;1;-1;0;"no"
-0.38093053399597493;-0.07560230138112653;1.0;0.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.46897811147762664;-0.0957561260484871;0.0;5.0;2.0;3.0;0.0;2.0;2;-1;0;"no"
-0.46897811147762664;-0.0957561260484871;0.0;5.0;2.0;3.0;0.0;2.0;2;-1;0;"no"
-0.21870588781402753;-0.38078878920115805;1.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
-0.5639609433499564;-0.9278211730295165;0.0;6.0;2.0;1.0;0.0;1.0;2;-1;0;"no"
-0.29288295651432317;-0.5362611509207967;0.0;5.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4373171675201834;-0.026657298617536566;0.0;4.0;2.0;2.0;0.0;1.0;2;-1;0;"no"
0.3276715450515647;-0.13894289319283118;1.0;4.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.4686765786780319;0.0597162356711516;0.0;0.0;1.0;0.0;0.0;1.0;4;-1;0;"no"
-0.4370156347205887;0.3936939015874125;1.0;9.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.46897811147762664;-0.7349202797847796;1.0;0.0;1.0;0.0;0.0;1.0;2;-1;0;"no"
-0.42736658513355835;-0.2742614302451093;1.0;4.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.43188957712747883;-0.20804172062378173;1.0;0.0;1.0;1.0;0.0;2.0;2;-1;0;"no"
-0.4252558555363955;-0.5333820331111738;1.0;4.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.4252558555363955;-0.5333820331111738;1.0;4.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.29529521891108074;-0.7205246907366648;1.0;0.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.38937345238462645;-0.48155791253796093;0.0;0.0;0.0;0.0;0.0;1.0;2;-1;0;"no"
-0.39962556757084616;-0.7377993975944025;1.0;5.0;0.0;2.0;0.0;1.0;4;-1;0;"no"
-0.4611382586881645;-0.9105464661717788;0.0;5.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.39299184597976283;0.2007930083426756;0.0;2.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.3417312700486642;-0.30017349053171577;0.0;2.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4508861435019448;-0.7118873373077961;0.0;4.0;1.0;2.0;0.0;2.0;1;-1;0;"no"
-0.2618250781560693;-0.9134255839814017;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.45420300429748645;-0.8011399894061072;1.0;4.0;1.0;2.0;0.0;1.0;1;-1;0;"no"
-0.49249766984601306;-0.5189864440630592;0.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.3432389340466377;-1.0372276497951882;1.0;0.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.339922073251096;-0.8731179346466806;0.0;4.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.355903311629615;-0.4930743837764527;0.0;5.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4493784795039713;-0.49883261939569856;1.0;4.0;1.0;1.0;0.0;1.0;1;-1;0;"no"
-0.48948234185006606;-0.7377993975944025;0.0;6.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
-0.413797609151797;-0.1562176000505688;1.0;0.0;2.0;0.0;0.0;1.0;2;-1;0;"no"
-0.3721860828077287;-0.5448985043496656;0.0;0.0;1.0;0.0;0.0;1.0;1;-1;0;"no"
-0.06914561921505748;-0.8875135236947953;0.0;0.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.4382217659189675;-0.8328102853119594;0.0;4.0;0.0;2.0;0.0;1.0;1;-1;0;"no"
-0.5687854681434716;-0.10439347947735592;0.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
1.1611082031313091;0.4368806687317566;0.0;9.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
1.1611082031313091;0.4368806687317566;0.0;9.0;0.0;0.0;0.0;2.0;2;-1;0;"no"
-0.3043412028989217;-0.3606349645337975;0.0;6.0;2.0;0.0;0.0;0.0;1;-1;0;"no"
-0.4623443898865433;-0.5765688002555179;1.0;4.0;2.0;1.0;0.0;0.0;1;-1;0;"no"
-0.4548060698966758;-0.4412502632032398;2.0;3.0;1.0;2.0;0.0;1.0;1;-1;0;"no"
-0.33841440925312255;-0.37790967139153514;0.0;5.0;0.0;0.0;0.0;1.0;1;-1;0;"no"
-0.46626431628127435;-0.7176455729270419;1.0;5.0;2.0;1.0;0.0;1.0;3;-1;0;"no"
-0.41349607635220226;1.9455384009741765;1.0;4.0;0.0;1.0;0.0;1.0;2;-1;0;"no"
-0.4668673818804638;-0.7291620441655337;0.0;4.0;0.0;1.0;0.0;0.0;3;-1;0;"no"
-0.4722949722731683;-1.0516232388433029;1.0;4.0;2.0;2.0;0.0;1.0;1;-1;0;"no"
-0.013663584089633092;-0.9134255839814017;0.0;0.0;2.0;0.0;0.0;1.0;1;-1;0;"no"
-0.46264592268613797;0.08850741376738099;0.0;6.0;2.0;2.0;0.0;1.0;3;-1;0;"no"
-0.5630563449511723;-0.4210964385358792;0.0;2.0;2.0;1.0;0.0;1.0;1;-1;0;"no"
