roundId,price,startedAt,updatedAt,answeredInRound,pair,decimals
92233720368547771377,4726895129783,2022-01-03 12:55:57,2022-01-03 12:55:57,92233720368547771377,BTC / USD,8
92233720368547771378,4724741863683,2022-01-03 13:55:22,2022-01-03 13:55:22,92233720368547771378,BTC / USD,8
92233720368547771379,4700677362884,2022-01-03 14:49:27,2022-01-03 14:49:27,92233720368547771379,BTC / USD,8
92233720368547771380,4696900000000,2022-01-03 14:52:49,2022-01-03 14:52:49,92233720368547771380,BTC / USD,8
92233720368547771381,4692500000000,2022-01-03 14:55:18,2022-01-03 14:55:18,92233720368547771381,BTC / USD,8
92233720368547771382,4677906707228,2022-01-03 15:54:18,2022-01-03 15:54:18,92233720368547771382,BTC / USD,8
92233720368547771383,4674206272426,2022-01-03 15:57:17,2022-01-03 15:57:17,92233720368547771383,BTC / USD,8
92233720368547771384,4650317983822,2022-01-03 16:21:59,2022-01-03 16:21:59,92233720368547771384,BTC / USD,8
92233720368547771385,4642786000000,2022-01-03 16:55:20,2022-01-03 16:55:20,92233720368547771385,BTC / USD,8
92233720368547771386,4672690258043,2022-01-03 17:33:20,2022-01-03 17:33:20,92233720368547771386,BTC / USD,8
92233720368547771387,4666428269385,2022-01-03 17:55:29,2022-01-03 17:55:29,92233720368547771387,BTC / USD,8
92233720368547771388,4650459453195,2022-01-03 18:58:24,2022-01-03 18:58:24,92233720368547771388,BTC / USD,8
92233720368547771389,4654211671545,2022-01-03 19:55:59,2022-01-03 19:55:59,92233720368547771389,BTC / USD,8
92233720368547771390,4657245873861,2022-01-03 19:58:38,2022-01-03 19:58:38,92233720368547771390,BTC / USD,8
92233720368547771391,4633939399597,2022-01-03 20:10:49,2022-01-03 20:10:49,92233720368547771391,BTC / USD,8
92233720368547771392,4605994971738,2022-01-03 20:25:15,2022-01-03 20:25:15,92233720368547771392,BTC / USD,8
92233720368547771393,4581409592269,2022-01-03 20:44:13,2022-01-03 20:44:13,92233720368547771393,BTC / USD,8
92233720368547771394,4592682268113,2022-01-03 20:55:11,2022-01-03 20:55:11,92233720368547771394,BTC / USD,8
92233720368547771395,4615680173351,2022-01-03 21:35:27,2022-01-03 21:35:27,92233720368547771395,BTC / USD,8
92233720368547771396,4614236792186,2022-01-03 21:55:25,2022-01-03 21:55:25,92233720368547771396,BTC / USD,8
92233720368547771397,4638700000000,2022-01-03 22:40:05,2022-01-03 22:40:05,92233720368547771397,BTC / USD,8
92233720368547771398,4620579625548,2022-01-03 22:55:42,2022-01-03 22:55:42,92233720368547771398,BTC / USD,8
92233720368547771399,4644228630585,2022-01-03 23:19:25,2022-01-03 23:19:25,92233720368547771399,BTC / USD,8
92233720368547771400,4646996298287,2022-01-03 23:59:10,2022-01-03 23:59:10,92233720368547771400,BTC / USD,8
92233720368547771401,4629095865341,2022-01-04 00:56:01,2022-01-04 00:56:01,92233720368547771401,BTC / USD,8
92233720368547771402,4611780169395,2022-01-04 01:55:04,2022-01-04 01:55:04,92233720368547771402,BTC / USD,8
92233720368547771403,4618876387876,2022-01-04 02:56:55,2022-01-04 02:56:55,92233720368547771403,BTC / USD,8
92233720368547771404,4635722833229,2022-01-04 03:56:40,2022-01-04 03:56:40,92233720368547771404,BTC / USD,8
92233720368547771405,4612221342562,2022-01-04 04:53:55,2022-01-04 04:53:55,92233720368547771405,BTC / USD,8
92233720368547771406,4612485790521,2022-01-04 04:55:09,2022-01-04 04:55:09,92233720368547771406,BTC / USD,8
92233720368547771407,4611548661390,2022-01-04 05:55:21,2022-01-04 05:55:21,92233720368547771407,BTC / USD,8
92233720368547771408,4635153000000,2022-01-04 06:54:44,2022-01-04 06:54:44,92233720368547771408,BTC / USD,8
92233720368547771409,4635298000000,2022-01-04 06:56:30,2022-01-04 06:56:30,92233720368547771409,BTC / USD,8
92233720368547771410,4653473105296,2022-01-04 07:56:09,2022-01-04 07:56:09,92233720368547771410,BTC / USD,8
92233720368547771411,4653473105296,2022-01-04 07:57:09,2022-01-04 07:57:09,92233720368547771411,BTC / USD,8
92233720368547771412,4654488769825,2022-01-04 08:01:27,2022-01-04 08:01:27,92233720368547771412,BTC / USD,8
92233720368547771413,4656712815352,2022-01-04 08:06:52,2022-01-04 08:06:52,92233720368547771413,BTC / USD,8
92233720368547771414,4648651767113,2022-01-04 08:55:05,2022-01-04 08:55:05,92233720368547771414,BTC / USD,8
92233720368547771415,4637300000000,2022-01-04 09:55:55,2022-01-04 09:55:55,92233720368547771415,BTC / USD,8
92233720368547771416,4661706096059,2022-01-04 10:49:12,2022-01-04 10:49:12,92233720368547771416,BTC / USD,8
92233720368547771417,4671497337261,2022-01-04 10:55:37,2022-01-04 10:55:37,92233720368547771417,BTC / USD,8
92233720368547771418,4674296000000,2022-01-04 11:55:48,2022-01-04 11:55:48,92233720368547771418,BTC / USD,8
92233720368547771419,4673948062625,2022-01-04 11:55:48,2022-01-04 11:55:48,92233720368547771419,BTC / USD,8
92233720368547771420,4655100000000,2022-01-04 12:55:32,2022-01-04 12:55:32,92233720368547771420,BTC / USD,8
92233720368547771421,4681099258875,2022-01-04 13:29:52,2022-01-04 13:29:52,92233720368547771421,BTC / USD,8
92233720368547771422,4697400000000,2022-01-04 13:55:51,2022-01-04 13:55:51,92233720368547771422,BTC / USD,8
92233720368547771423,4722051667292,2022-01-04 14:48:54,2022-01-04 14:48:54,92233720368547771423,BTC / USD,8
92233720368547771424,4738444450331,2022-01-04 14:55:08,2022-01-04 14:55:08,92233720368547771424,BTC / USD,8
92233720368547771425,4713206751582,2022-01-04 15:48:55,2022-01-04 15:48:55,92233720368547771425,BTC / USD,8
92233720368547771426,4711919320099,2022-01-04 15:55:07,2022-01-04 15:55:07,92233720368547771426,BTC / USD,8
92233720368547771427,4687905500973,2022-01-04 16:02:02,2022-01-04 16:02:02,92233720368547771427,BTC / USD,8
92233720368547771428,4686071706640,2022-01-04 16:55:09,2022-01-04 16:55:09,92233720368547771428,BTC / USD,8
92233720368547771429,4682524403236,2022-01-04 17:55:51,2022-01-04 17:55:51,92233720368547771429,BTC / USD,8
92233720368547771430,4658400000000,2022-01-04 18:04:45,2022-01-04 18:04:45,92233720368547771430,BTC / USD,8
92233720368547771431,4634431733046,2022-01-04 18:36:59,2022-01-04 18:36:59,92233720368547771431,BTC / USD,8
92233720368547771432,4609037931268,2022-01-04 18:42:23,2022-01-04 18:42:23,92233720368547771432,BTC / USD,8
92233720368547771433,4583733028878,2022-01-04 18:55:06,2022-01-04 18:55:06,92233720368547771433,BTC / USD,8
92233720368547771434,4607353370978,2022-01-04 19:08:51,2022-01-04 19:08:51,92233720368547771434,BTC / USD,8
92233720368547771435,4631373510603,2022-01-04 19:18:57,2022-01-04 19:18:57,92233720368547771435,BTC / USD,8
92233720368547771436,4607869982316,2022-01-04 19:53:53,2022-01-04 19:53:53,92233720368547771436,BTC / USD,8
92233720368547771437,4606609000000,2022-01-04 19:55:24,2022-01-04 19:55:24,92233720368547771437,BTC / USD,8
92233720368547771438,4630496854769,2022-01-04 20:27:45,2022-01-04 20:27:45,92233720368547771438,BTC / USD,8
92233720368547771439,4634764237071,2022-01-04 20:55:58,2022-01-04 20:55:58,92233720368547771439,BTC / USD,8
92233720368547771440,4634764237071,2022-01-04 20:57:40,2022-01-04 20:57:40,92233720368547771440,BTC / USD,8
92233720368547771441,4611438144479,2022-01-04 21:24:09,2022-01-04 21:24:09,92233720368547771441,BTC / USD,8
92233720368547771442,4621373958616,2022-01-04 21:56:35,2022-01-04 21:56:35,92233720368547771442,BTC / USD,8
92233720368547771443,4616213711722,2022-01-04 22:55:20,2022-01-04 22:55:20,92233720368547771443,BTC / USD,8
92233720368547771444,4590013530790,2022-01-04 23:45:16,2022-01-04 23:45:16,92233720368547771444,BTC / USD,8
92233720368547771445,4592561128556,2022-01-04 23:58:28,2022-01-04 23:58:28,92233720368547771445,BTC / USD,8
92233720368547771446,4616515000000,2022-01-05 00:36:48,2022-01-05 00:36:48,92233720368547771446,BTC / USD,8
92233720368547771447,4620663821723,2022-01-05 00:58:03,2022-01-05 00:58:03,92233720368547771447,BTC / USD,8
92233720368547771448,4620741187833,2022-01-05 01:08:40,2022-01-05 01:08:40,92233720368547771448,BTC / USD,8
92233720368547771449,4620712501786,2022-01-05 01:56:01,2022-01-05 01:56:01,92233720368547771449,BTC / USD,8
92233720368547771450,4635797989095,2022-01-05 02:55:05,2022-01-05 02:55:05,92233720368547771450,BTC / USD,8
92233720368547771451,4647503360360,2022-01-05 03:55:19,2022-01-05 03:55:19,92233720368547771451,BTC / USD,8
92233720368547771452,4647503360360,2022-01-05 03:55:22,2022-01-05 03:55:22,92233720368547771452,BTC / USD,8
92233720368547771453,4642016668075,2022-01-05 04:56:20,2022-01-05 04:56:20,92233720368547771453,BTC / USD,8
92233720368547771454,4632400000000,2022-01-05 05:55:48,2022-01-05 05:55:48,92233720368547771454,BTC / USD,8
92233720368547771455,4643695000000,2022-01-05 06:55:58,2022-01-05 06:55:58,92233720368547771455,BTC / USD,8
92233720368547771456,4638398414294,2022-01-05 07:57:07,2022-01-05 07:57:07,92233720368547771456,BTC / USD,8
92233720368547771457,4640835000000,2022-01-05 08:00:20,2022-01-05 08:00:20,92233720368547771457,BTC / USD,8
92233720368547771458,4662980014650,2022-01-05 08:55:45,2022-01-05 08:55:45,92233720368547771458,BTC / USD,8
92233720368547771459,4686657503698,2022-01-05 09:43:41,2022-01-05 09:43:41,92233720368547771459,BTC / USD,8
92233720368547771460,4682638132300,2022-01-05 09:56:13,2022-01-05 09:56:13,92233720368547771460,BTC / USD,8
92233720368547771461,4677227000000,2022-01-05 10:56:45,2022-01-05 10:56:45,92233720368547771461,BTC / USD,8
92233720368547771462,4653234805976,2022-01-05 11:29:13,2022-01-05 11:29:13,92233720368547771462,BTC / USD,8
92233720368547771463,4629767049065,2022-01-05 11:42:27,2022-01-05 11:42:27,92233720368547771463,BTC / USD,8
92233720368547771464,4623173814236,2022-01-05 11:55:35,2022-01-05 11:55:35,92233720368547771464,BTC / USD,8
92233720368547771465,4598488168620,2022-01-05 12:49:55,2022-01-05 12:49:55,92233720368547771465,BTC / USD,8
92233720368547771466,4611901857493,2022-01-05 12:55:42,2022-01-05 12:55:42,92233720368547771466,BTC / USD,8
92233720368547771467,4636396781775,2022-01-05 13:29:48,2022-01-05 13:29:48,92233720368547771467,BTC / USD,8
92233720368547771468,4635755862682,2022-01-05 13:57:18,2022-01-05 13:57:18,92233720368547771468,BTC / USD,8
92233720368547771469,4654579248207,2022-01-05 14:55:07,2022-01-05 14:55:07,92233720368547771469,BTC / USD,8
92233720368547771470,4678207800709,2022-01-05 15:04:13,2022-01-05 15:04:13,92233720368547771470,BTC / USD,8
92233720368547771471,4654262088156,2022-01-05 15:42:19,2022-01-05 15:42:19,92233720368547771471,BTC / USD,8
92233720368547771472,4653711091179,2022-01-05 15:55:38,2022-01-05 15:55:38,92233720368547771472,BTC / USD,8
92233720368547771473,4637166810468,2022-01-05 16:55:27,2022-01-05 16:55:27,92233720368547771473,BTC / USD,8
92233720368547771474,4617841826191,2022-01-05 17:55:39,2022-01-05 17:55:39,92233720368547771474,BTC / USD,8
92233720368547771475,4594222444468,2022-01-05 18:07:03,2022-01-05 18:07:03,92233720368547771475,BTC / USD,8
92233720368547771476,4570237547464,2022-01-05 18:10:00,2022-01-05 18:10:00,92233720368547771476,BTC / USD,8
92233720368547771477,4593690778628,2022-01-05 18:32:59,2022-01-05 18:32:59,92233720368547771477,BTC / USD,8
92233720368547771478,4602250425605,2022-01-05 18:55:21,2022-01-05 18:55:21,92233720368547771478,BTC / USD,8
92233720368547771479,4579009969246,2022-01-05 19:16:31,2022-01-05 19:16:31,92233720368547771479,BTC / USD,8
92233720368547771480,4544231292303,2022-01-05 19:50:05,2022-01-05 19:50:05,92233720368547771480,BTC / USD,8
92233720368547771481,4519581846686,2022-01-05 19:53:10,2022-01-05 19:53:10,92233720368547771481,BTC / USD,8
92233720368547771482,4496732000000,2022-01-05 19:54:29,2022-01-05 19:54:29,92233720368547771482,BTC / USD,8
92233720368547771483,4492973639881,2022-01-05 19:55:31,2022-01-05 19:55:31,92233720368547771483,BTC / USD,8
92233720368547771484,4470300000000,2022-01-05 20:08:03,2022-01-05 20:08:03,92233720368547771484,BTC / USD,8
92233720368547771485,4436126310606,2022-01-05 20:09:47,2022-01-05 20:09:47,92233720368547771485,BTC / USD,8
92233720368547771486,4413322898706,2022-01-05 20:55:45,2022-01-05 20:55:45,92233720368547771486,BTC / USD,8
92233720368547771487,4367677363981,2022-01-05 21:36:16,2022-01-05 21:36:16,92233720368547771487,BTC / USD,8
92233720368547771488,4383065284279,2022-01-05 21:55:30,2022-01-05 21:55:30,92233720368547771488,BTC / USD,8
92233720368547771489,4357832838917,2022-01-05 22:16:07,2022-01-05 22:16:07,92233720368547771489,BTC / USD,8
92233720368547771490,4333159340860,2022-01-05 22:22:38,2022-01-05 22:22:38,92233720368547771490,BTC / USD,8
92233720368547771491,4310580838008,2022-01-05 22:33:31,2022-01-05 22:33:31,92233720368547771491,BTC / USD,8
92233720368547771492,4288402377783,2022-01-05 22:36:04,2022-01-05 22:36:04,92233720368547771492,BTC / USD,8
92233720368547771493,4322696672972,2022-01-05 22:41:56,2022-01-05 22:41:56,92233720368547771493,BTC / USD,8
92233720368547771494,4344767807511,2022-01-05 22:45:32,2022-01-05 22:45:32,92233720368547771494,BTC / USD,8
92233720368547771495,4340898734318,2022-01-05 22:55:18,2022-01-05 22:55:18,92233720368547771495,BTC / USD,8
92233720368547771496,4364981897665,2022-01-05 23:28:16,2022-01-05 23:28:16,92233720368547771496,BTC / USD,8
92233720368547771497,4363227288089,2022-01-05 23:56:04,2022-01-05 23:56:04,92233720368547771497,BTC / USD,8
92233720368547771498,4367000308433,2022-01-06 00:55:02,2022-01-06 00:55:02,92233720368547771498,BTC / USD,8
92233720368547771499,4356722793911,2022-01-06 01:55:13,2022-01-06 01:55:13,92233720368547771499,BTC / USD,8
92233720368547771500,4331300000000,2022-01-06 02:32:23,2022-01-06 02:32:23,92233720368547771500,BTC / USD,8
92233720368547771501,4340655322708,2022-01-06 02:55:36,2022-01-06 02:55:36,92233720368547771501,BTC / USD,8
92233720368547771502,4318345647465,2022-01-06 03:33:20,2022-01-06 03:33:20,92233720368547771502,BTC / USD,8
92233720368547771503,4314300000000,2022-01-06 03:34:26,2022-01-06 03:34:26,92233720368547771503,BTC / USD,8
92233720368547771504,4298700000000,2022-01-06 03:55:26,2022-01-06 03:55:26,92233720368547771504,BTC / USD,8
92233720368547771505,4275987291229,2022-01-06 04:43:00,2022-01-06 04:43:00,92233720368547771505,BTC / USD,8
92233720368547771506,4290812205887,2022-01-06 04:55:06,2022-01-06 04:55:06,92233720368547771506,BTC / USD,8
92233720368547771507,4312350590783,2022-01-06 05:09:40,2022-01-06 05:09:40,92233720368547771507,BTC / USD,8
92233720368547771508,4306611406703,2022-01-06 05:55:11,2022-01-06 05:55:11,92233720368547771508,BTC / USD,8
92233720368547771509,4301675783870,2022-01-06 06:56:21,2022-01-06 06:56:21,92233720368547771509,BTC / USD,8
92233720368547771510,4318415964591,2022-01-06 07:55:17,2022-01-06 07:55:17,92233720368547771510,BTC / USD,8
92233720368547771511,4324377000000,2022-01-06 08:01:32,2022-01-06 08:01:32,92233720368547771511,BTC / USD,8
92233720368547771512,4302083238383,2022-01-06 08:47:45,2022-01-06 08:47:45,92233720368547771512,BTC / USD,8
92233720368547771513,4301283835680,2022-01-06 08:55:48,2022-01-06 08:55:48,92233720368547771513,BTC / USD,8
92233720368547771514,4279405175202,2022-01-06 09:35:40,2022-01-06 09:35:40,92233720368547771514,BTC / USD,8
92233720368547771515,4272973281824,2022-01-06 09:55:52,2022-01-06 09:55:52,92233720368547771515,BTC / USD,8
92233720368547771516,4289288005402,2022-01-06 10:56:35,2022-01-06 10:56:35,92233720368547771516,BTC / USD,8
92233720368547771517,4285089207258,2022-01-06 11:55:09,2022-01-06 11:55:09,92233720368547771517,BTC / USD,8
92233720368547771518,4290518000000,2022-01-06 12:56:01,2022-01-06 12:56:01,92233720368547771518,BTC / USD,8
92233720368547771519,4290836708075,2022-01-06 12:57:44,2022-01-06 12:57:44,92233720368547771519,BTC / USD,8
92233720368547771520,4292621816340,2022-01-06 13:03:52,2022-01-06 13:03:52,92233720368547771520,BTC / USD,8
92233720368547771521,4316540000000,2022-01-06 13:57:05,2022-01-06 13:57:05,92233720368547771521,BTC / USD,8
92233720368547771522,4293967312489,2022-01-06 14:31:06,2022-01-06 14:31:06,92233720368547771522,BTC / USD,8
92233720368547771523,4317053122963,2022-01-06 14:39:18,2022-01-06 14:39:18,92233720368547771523,BTC / USD,8
92233720368547771524,4295690579222,2022-01-06 14:55:21,2022-01-06 14:55:21,92233720368547771524,BTC / USD,8
92233720368547771525,4302267125075,2022-01-06 15:55:17,2022-01-06 15:55:17,92233720368547771525,BTC / USD,8
